	ID	IDC	MT_TOT	PMG	RECENCE
804	804	2046	20102.5	2. G	0
805	805	2049	187.0	4. P	9
806	806	2050	9.0	4. P	9
807	807	2051	845.0	4. P	8
808	808	2052	51.5	4. P	9
809	809	2054	40.0	4. P	9
810	810	2055	886.0	4. P	4
811	811	2056	2.0	4. P	6
812	812	2057	1237.0	4. P	1
813	813	2058	406.5	4. P	0
814	814	2059	1651.5	3. M	0
815	815	2062	10.0	4. P	9
816	816	2063	1758.0	3. M	3
817	817	2064	13.0	4. P	9
818	818	2065	211.5	4. P	9
819	819	2066	208.0	4. P	7
820	820	2067	1078.85	4. P	3
821	821	2068	45617.5	2. G	0
822	822	2069	10.0	4. P	9
823	823	2070	1303.5	4. P	5
824	824	2071	590.5	4. P	9
825	825	2072	11.0	4. P	9
826	826	2073	1057.5	4. P	9
827	827	2074	1.0	4. P	9
828	828	2075	231.0	4. P	0
829	829	2076	10.0	4. P	9
830	830	2077	10.0	4. P	9
831	831	2078	10.0	4. P	9
832	832	2080	10.0	4. P	9
833	833	2081	29.5	4. P	9
834	834	2083	250.0	4. P	8
835	835	2085	10.0	4. P	9
836	836	2086	10.0	4. P	9
837	837	2087	7404.4	3. M	0
838	838	2088	17.5	4. P	9
839	839	2089	225.5	4. P	4
840	840	2090	73.0	4. P	4
841	841	2092	162.5	4. P	0
842	842	2093	564.0	4. P	9
843	843	2094	18.5	4. P	9
844	844	2096	60.0	4. P	8
845	845	2097	10.0	4. P	9
846	846	2098	129.5	4. P	9
847	847	2099	31.5	4. P	9
848	848	2100	233.0	4. P	8
849	849	2101	589.5	4. P	9
850	850	2102	15.0	4. P	9
851	851	2103	55.5	4. P	9
852	852	2104	66.0	4. P	9
853	853	2105	249.5	4. P	5
854	854	2106	10.0	4. P	9
855	855	2107	27.0	4. P	9
856	856	2108	304.75	4. P	1
857	857	2109	12.0	4. P	9
858	858	2111	392.5	4. P	4
859	859	2112	82.0	4. P	7
860	860	2114	6394.0	3. M	7
861	861	2115	11.5	4. P	9
862	862	2116	30.0	4. P	9
863	863	2118	1515.0	4. P	6
864	864	2119	2875.5	3. M	0
865	865	2120	19.0	4. P	9
866	866	2121	221.0	4. P	8
867	867	2122	659.5	4. P	0
868	868	2124	45.0	4. P	9
869	869	2125	39.5	4. P	2
870	870	2126	1112.1	4. P	8
871	871	2128	418.5	4. P	1
872	872	2131	170.0	4. P	9
873	873	2132	679.5	4. P	0
874	874	2133	700.5	4. P	7
875	875	2134	10.0	4. P	9
876	876	2135	10.0	4. P	9
877	877	2136	150.0	4. P	4
878	878	2137	21.0	4. P	9
879	879	2138	489.6	4. P	9
880	880	2139	225.0	4. P	3
881	881	2140	1400.0	4. P	1
882	882	2142	159.0	4. P	4
883	883	2143	25.0	4. P	9
884	884	2144	16.0	4. P	9
885	885	2145	10.0	4. P	9
886	886	2146	9.9	4. P	9
887	887	2148	164.5	4. P	5
888	888	2149	444.0	4. P	0
889	889	2150	19.0	4. P	9
890	890	2151	10494.5	3. M	0
891	891	2152	10.0	4. P	9
892	892	2153	16777.5	2. G	0
893	893	2154	3.5	4. P	9
894	894	2155	100.0	4. P	0
895	895	2156	4.0	4. P	9
896	896	2157	843.0	4. P	5
897	897	2158	10.0	4. P	8
898	898	2159	2.0	4. P	9
899	899	2161	23.5	4. P	9
900	900	2162	10.0	4. P	9
901	901	2163	30503.0	2. G	4
902	902	2164	925.5	4. P	0
903	903	2165	255.0	4. P	9
904	904	2166	19.5	4. P	9
905	905	2167	300.0	4. P	3
906	906	2169	123.0	4. P	9
907	907	2170	1654.5	3. M	6
908	908	2171	11.0	4. P	9
909	909	2172	27.0	4. P	9
910	910	2173	5.0	4. P	9
911	911	2174	397.5	4. P	8
912	912	2175	12.5	4. P	8
913	913	2176	5.0	4. P	9
914	914	2178	10.0	4. P	9
915	915	2179	81.0	4. P	5
916	916	2180	9.5	4. P	9
917	917	2181	510.0	4. P	8
918	918	2184	33.5	4. P	9
919	919	2185	49435.3	1. TG	0
920	920	2186	17976.0	2. G	0
921	921	2187	259.0	4. P	8
922	922	2188	3.5	4. P	9
923	923	2189	5.0	4. P	9
924	924	2190	52.5	4. P	5
925	925	2191	10.0	4. P	9
926	926	2192	10.0	4. P	9
927	927	2193	706.5	4. P	6
928	928	2194	9.0	4. P	9
929	929	2196	656.0	4. P	8
930	930	2197	176.5	4. P	9
931	931	2198	10.0	4. P	9
932	932	2200	965.0	4. P	6
933	933	2201	34.0	4. P	9
934	934	2202	121.0	4. P	7
935	935	2203	662.0	4. P	3
936	936	2204	36.5	4. P	8
937	937	2205	10.0	4. P	9
938	938	2206	2193.5	3. M	0
939	939	2207	28.0	4. P	9
940	940	2208	10.0	4. P	9
941	941	2209	115.5	4. P	8
942	942	2210	28.5	4. P	1
943	943	2212	429.0	4. P	9
944	944	2213	146.0	4. P	1
945	945	2214	297.0	4. P	8
946	946	2215	5214.0	3. M	0
947	947	2216	12.5	4. P	9
948	948	2217	9.5	4. P	9
949	949	2218	100.0	4. P	9
950	950	2219	7451.5	3. M	5
951	951	2220	4306.5	3. M	1
952	952	2221	152.0	4. P	8
953	953	2223	4024.0	3. M	0
954	954	2224	76.5	4. P	1
955	955	2225	24.5	4. P	9
956	956	2226	90.0	4. P	9
957	957	2227	9.0	4. P	8
958	958	2228	640.0	4. P	4
959	959	2229	26.0	4. P	5
960	960	2230	742.5	4. P	2
961	961	2231	557.0	4. P	8
962	962	2233	77.5	4. P	8
963	963	2234	55.0	4. P	9
964	964	2235	8284.3	3. M	0
965	965	2237	10.5	4. P	9
966	966	2238	135.5	4. P	8
967	967	2239	28.0	4. P	9
968	968	2240	57.0	4. P	1
969	969	2241	224.5	4. P	8
970	970	2243	37.5	4. P	9
971	971	2244	21.0	4. P	9
972	972	2245	2872.5	3. M	0
973	973	2246	85.0	4. P	9
974	974	2247	2954.0	3. M	0
975	975	2248	8972.5	3. M	1
976	976	2249	10.0	4. P	9
977	977	2250	26.0	4. P	9
978	978	2251	1869.5	3. M	7
979	979	2252	31910.0	2. G	0
980	980	2253	100.0	4. P	9
981	981	2254	98.0	4. P	0
982	982	2255	10.0	4. P	9
983	983	2256	50.0	4. P	8
984	984	2257	8326.5	3. M	0
985	985	2259	16.5	4. P	9
986	986	2260	331.5	4. P	8
987	987	2261	962.5	4. P	8
988	988	2262	2274.0	3. M	0
989	989	2263	74.0	4. P	1
990	990	2264	608.5	4. P	8
991	991	2265	629.0	4. P	3
992	992	2266	5400.5	3. M	0
993	993	2267	199.5	4. P	8
994	994	2268	165.0	4. P	8
995	995	2269	11.5	4. P	9
996	996	2270	1004.75	4. P	2
997	997	2271	10.0	4. P	9
998	998	2272	6.5	4. P	9
999	999	2273	13612.55	2. G	0
1000	1000	2274	25225.0	2. G	0
1001	1001	2276	283.0	4. P	8
1002	1002	2277	64.5	4. P	8
1003	1003	2279	8.5	4. P	9
1004	1004	2280	1106.0	4. P	8
1005	1005	2281	9131.5	3. M	3
1006	1006	2285	72.1	4. P	4
1007	1007	2286	28.0	4. P	9
1008	1008	2287	35125.75	2. G	0
1009	1009	2288	182.0	4. P	6
1010	1010	2289	249.5	4. P	8
1011	1011	2290	78.5	4. P	8
1012	1012	2291	775.0	4. P	0
1013	1013	2292	40.0	4. P	8
1014	1014	2293	67.5	4. P	8
1015	1015	2294	190.5	4. P	9
1016	1016	2295	1886.5	3. M	0
1017	1017	2296	1000.5	4. P	8
1018	1018	2297	73.0	4. P	8
1019	1019	2298	10.0	4. P	9
1020	1020	2299	35.0	4. P	8
1021	1021	2300	163.0	4. P	9
1022	1022	2301	48.0	4. P	9
1023	1023	2302	3987.0	3. M	0
1024	1024	2303	167.5	4. P	8
1025	1025	2305	404.0	4. P	8
1026	1026	2306	313.0	4. P	8
1027	1027	2307	180.5	4. P	7
1028	1028	2308	152.0	4. P	8
1029	1029	2309	34.5	4. P	1
1030	1030	2310	49.0	4. P	0
1031	1031	2311	89.5	4. P	8
1032	1032	2312	8.5	4. P	9
1033	1033	2313	529.5	4. P	5
1034	1034	2314	457.0	4. P	1
1035	1035	2315	16.0	4. P	9
1036	1036	2316	31.5	4. P	8
1037	1037	2317	5.0	4. P	9
1038	1038	2318	421.0	4. P	8
1039	1039	2319	7215.2	3. M	0
1040	1040	2320	1266.0	4. P	0
1041	1041	2321	53.0	4. P	8
1042	1042	2322	10.0	4. P	8
1043	1043	2323	991.5	4. P	0
1044	1044	2325	507.0	4. P	8
1045	1045	2326	200.0	4. P	8
1046	1046	2327	283.5	4. P	8
1047	1047	2328	22.5	4. P	8
1048	1048	2329	10.0	4. P	8
1049	1049	2331	10.0	4. P	8
1050	1050	2332	12853.5	2. G	1
1051	1051	2333	102.5	4. P	4
1052	1052	2334	267.0	4. P	0
1053	1053	2335	689.0	4. P	4
1054	1054	2336	150.0	4. P	7
1055	1055	2337	266.0	4. P	2
1056	1056	2338	15.0	4. P	8
1057	1057	2339	91.0	4. P	8
1058	1058	2340	34.5	4. P	8
1059	1059	2341	20.0	4. P	0
1060	1060	2342	229.5	4. P	6
1061	1061	2343	1870.0	3. M	3
1062	1062	2344	254.0	4. P	0
1063	1063	2345	10.0	4. P	8
1064	1064	2346	64.0	4. P	8
1065	1065	2347	305.5	4. P	8
1066	1066	2348	181.5	4. P	0
1067	1067	2349	2.0	4. P	8
1068	1068	2350	19.0	4. P	8
1069	1069	2351	7141.5	3. M	0
1070	1070	2352	11.5	4. P	8
1071	1071	2355	31.0	4. P	0
1072	1072	2357	107.0	4. P	8
1073	1073	2358	100.0	4. P	7
1074	1074	2359	1018.75	4. P	7
1075	1075	2362	8.5	4. P	8
1076	1076	2363	339.1	4. P	1
1077	1077	2367	466.5	4. P	8
1078	1078	2369	340.5	4. P	3
1079	1079	2370	48.0	4. P	7
1080	1080	2371	239.0	4. P	8
1081	1081	2372	10.0	4. P	8
1082	1082	2373	10.0	4. P	8
1083	1083	2374	38.5	4. P	3
1084	1084	2375	10.0	4. P	8
1085	1085	2376	53.0	4. P	8
1086	1086	2377	10.0	4. P	8
1087	1087	2378	40.0	4. P	8
1088	1088	2379	2199.5	3. M	0
1089	1089	2380	3208.5	3. M	0
1090	1090	2381	1252.5	4. P	0
1091	1091	2382	13.5	4. P	8
1092	1092	2383	16.0	4. P	8
1093	1093	2384	387.5	4. P	4
1094	1094	2385	878.0	4. P	0
1095	1095	2386	1921.0	3. M	7
1096	1096	2388	9.0	4. P	0
1097	1097	2389	980.7	4. P	1
1098	1098	2390	73.0	4. P	6
1099	1099	2391	8973.5	3. M	0
1100	1100	2392	65.0	4. P	7
1101	1101	2393	10.0	4. P	8
1102	1102	2394	1615.5	3. M	8
1103	1103	2396	3050.0	3. M	6
1104	1104	2397	540.5	4. P	4
1105	1105	2398	1949.0	3. M	8
1106	1106	2399	1685.5	3. M	7
1107	1107	2400	10.0	4. P	8
1108	1108	2402	16.0	4. P	8
1109	1109	2403	14.5	4. P	8
1110	1110	2404	16.0	4. P	8
1111	1111	2405	1377.65	4. P	4
1112	1112	2406	1043.5	4. P	8
1113	1113	2408	3420.5	3. M	4
1114	1114	2409	30.0	4. P	4
1115	1115	2410	10.0	4. P	8
1116	1116	2411	1102.75	4. P	2
1117	1117	2412	148.0	4. P	0
1118	1118	2413	10.0	4. P	8
1119	1119	2414	26.5	4. P	8
1120	1120	2420	358.5	4. P	1
1121	1121	2421	10.0	4. P	8
1122	1122	2422	71.0	4. P	8
1123	1123	2423	302.0	4. P	2
1124	1124	2424	875.5	4. P	3
1125	1125	2425	10.0	4. P	8
1126	1126	2427	105.0	4. P	8
1127	1127	2429	122.0	4. P	0
1128	1128	2431	331.5	4. P	1
1129	1129	2433	224.5	4. P	7
1130	1130	2434	15.5	4. P	8
1131	1131	2435	10.0	4. P	8
1132	1132	2437	8.0	4. P	8
1133	1133	2438	10.0	4. P	8
1134	1134	2439	26.0	4. P	8
1135	1135	2440	177.5	4. P	2
1136	1136	2441	8890.0	3. M	0
1137	1137	2442	379.0	4. P	8
1138	1138	2443	555.0	4. P	7
1139	1139	2445	237.5	4. P	7
1140	1140	2446	1287.5	4. P	0
1141	1141	2448	11.5	4. P	7
1142	1142	2449	34.5	4. P	6
1143	1143	2450	258.0	4. P	1
1144	1144	2451	19.5	4. P	8
1145	1145	2452	40.0	4. P	2
1146	1146	2453	1329.5	4. P	7
1147	1147	2454	27.0	4. P	8
1148	1148	2455	10.0	4. P	8
1149	1149	2456	10.0	4. P	8
1150	1150	2458	15.0	4. P	8
1151	1151	2459	38.5	4. P	7
1152	1152	2461	15.0	4. P	8
1153	1153	2462	3.0	4. P	8
1154	1154	2463	153.5	4. P	4
1155	1155	2465	128.0	4. P	0
1156	1156	2467	258.5	4. P	5
1157	1157	2468	24923.5	2. G	0
1158	1158	2469	41.0	4. P	8
1159	1159	2470	1192.7	4. P	4
1160	1160	2471	150.0	4. P	7
1161	1161	2472	2719.5	3. M	0
1162	1162	2473	11.1	4. P	5
1163	1163	2475	676.0	4. P	2
1164	1164	2476	1274.0	4. P	0
1165	1165	2477	14.5	4. P	8
1166	1166	2478	1955.0	3. M	6
1167	1167	2480	12.0	4. P	6
1168	1168	2482	118.0	4. P	0
1169	1169	2483	82.0	4. P	0
1170	1170	2484	10212.0	3. M	0
1171	1171	2485	274.0	4. P	8
1172	1172	2487	10.0	4. P	8
1173	1173	2488	1648.0	3. M	1
1174	1174	2490	13.0	4. P	8
1175	1175	2491	10.0	4. P	8
1176	1176	2492	405.0	4. P	7
1177	1177	2493	56.5	4. P	5
1178	1178	2494	21.0	4. P	8
1179	1179	2495	35.5	4. P	6
1180	1180	2496	10.0	4. P	7
1181	1181	2498	5.5	4. P	7
1182	1182	2499	1049.0	4. P	6
1183	1183	2500	62.0	4. P	7
1184	1184	2503	10.0	4. P	7
1185	1185	2504	108.0	4. P	7
1186	1186	2505	18.0	4. P	7
1187	1187	2507	173.5	4. P	7
1188	1188	2508	10.0	4. P	7
1189	1189	2509	54.0	4. P	7
1190	1190	2510	1845.0	3. M	0
1191	1191	2512	63.5	4. P	7
1192	1192	2514	32.0	4. P	7
1193	1193	2515	23.0	4. P	7
1194	1194	2520	870.5	4. P	0
1195	1195	2521	15.5	4. P	7
1196	1196	2522	29.0	4. P	7
1197	1197	2523	52.5	4. P	7
1198	1198	2526	162.5	4. P	0
1199	1199	2527	42.5	4. P	7
1200	1200	2528	5945.0	3. M	0
1201	1201	2531	10.0	4. P	7
1202	1202	2533	10.0	4. P	7
1203	1203	2535	16.5	4. P	7
1204	1204	2539	6.0	4. P	7
1205	1205	2540	18.5	4. P	5
1206	1206	2541	25.5	4. P	7
1207	1207	2542	7586.0	3. M	1
1208	1208	2545	547.0	4. P	7
1209	1209	2546	169.5	4. P	7
1210	1210	2547	7.0	4. P	7
1211	1211	2549	153.0	4. P	4
1212	1212	2551	216.0	4. P	7
1213	1213	2552	10.0	4. P	7
1214	1214	2553	106.0	4. P	7
1215	1215	2554	33.0	4. P	7
1216	1216	2557	18.0	4. P	7
1217	1217	2559	106.0	4. P	2
1218	1218	2560	40.0	4. P	7
1219	1219	2562	5.0	4. P	7
1220	1220	2563	10.0	4. P	7
1221	1221	2564	36.0	4. P	7
1222	1222	2565	15.5	4. P	7
1223	1223	2566	9.6	4. P	7
1224	1224	2567	20.0	4. P	7
1225	1225	2569	20.5	4. P	7
1226	1226	2570	10.0	4. P	7
1227	1227	2571	776.5	4. P	7
1228	1228	2573	194.0	4. P	0
1229	1229	2574	10.0	4. P	7
1230	1230	2575	18.5	4. P	7
1231	1231	2579	2113.0	3. M	0
1232	1232	2582	10.0	4. P	7
1233	1233	2584	1511.5	4. P	0
1234	1234	2585	3679.5	3. M	0
1235	1235	2586	4.5	4. P	7
1236	1236	2587	10.0	4. P	7
1237	1237	2588	9.5	4. P	7
1238	1238	2589	9.9	4. P	7
1239	1239	2591	10.5	4. P	7
1240	1240	2592	10.0	4. P	7
1241	1241	2593	14.0	4. P	7
1242	1242	2594	10.0	4. P	7
1243	1243	2595	121.0	4. P	7
1244	1244	2596	28991.0	2. G	5
1245	1245	2597	10.0	4. P	7
1246	1246	2598	96.5	4. P	7
1247	1247	2599	18.0	4. P	7
1248	1248	2600	25.0	4. P	7
1249	1249	2601	10.0	4. P	7
1250	1250	2602	15.0	4. P	7
1251	1251	2603	20.5	4. P	7
1252	1252	2604	15.5	4. P	7
1253	1253	2606	10.0	4. P	7
1254	1254	2608	39.0	4. P	7
1255	1255	2609	9.5	4. P	7
1256	1256	2610	10.0	4. P	7
1257	1257	2612	10.0	4. P	7
1258	1258	2613	19.5	4. P	7
1259	1259	2616	10.0	4. P	7
1260	1260	2617	144.0	4. P	7
1261	1261	2618	10.0	4. P	7
1262	1262	2619	134.5	4. P	7
1263	1263	2620	10.0	4. P	7
1264	1264	2621	28.0	4. P	7
1265	1265	2622	128.5	4. P	7
1266	1266	2623	10.0	4. P	7
1267	1267	2625	12.5	4. P	7
1268	1268	2627	12.5	4. P	7
1269	1269	2628	10.0	4. P	7
1270	1270	2629	9.5	4. P	7
1271	1271	2630	10.0	4. P	7
1272	1272	2631	5517.35	3. M	0
1273	1273	2632	30.5	4. P	7
1274	1274	2633	39.5	4. P	7
1275	1275	2635	10.0	4. P	7
1276	1276	2636	40.0	4. P	7
1277	1277	2637	10.0	4. P	7
1278	1278	2638	431.5	4. P	6
1279	1279	2639	10.0	4. P	7
1280	1280	2640	76.0	4. P	6
1281	1281	2641	10.0	4. P	7
1282	1282	2643	10.0	4. P	7
1283	1283	2644	185.0	4. P	5
1284	1284	2648	355.5	4. P	6
1285	1285	2649	9.5	4. P	7
1286	1286	2650	30.0	4. P	7
1287	1287	2651	10.0	4. P	7
1288	1288	2652	10.0	4. P	7
1289	1289	2653	16.5	4. P	6
1290	1290	2654	10.0	4. P	7
1291	1291	2655	9.0	4. P	7
1292	1292	2656	10.0	4. P	7
1293	1293	2657	26.6	4. P	7
1294	1294	2658	431.5	4. P	6
1295	1295	2659	12.5	4. P	7
1296	1296	2661	10.0	4. P	6
1297	1297	2662	10.0	4. P	6
1298	1298	2663	1.0	4. P	6
1299	1299	2664	17.5	4. P	6
1300	1300	2665	73.7	4. P	6
1301	1301	2666	306.5	4. P	5
1302	1302	2667	10.0	4. P	6
1303	1303	2668	10.0	4. P	6
1304	1304	2669	10.0	4. P	6
1305	1305	2670	10.0	4. P	6
1306	1306	2671	65.5	4. P	6
1307	1307	2672	10.0	4. P	6
1308	1308	2674	1012.0	4. P	0
1309	1309	2676	2639.5	3. M	0
1310	1310	2677	14.0	4. P	6
1311	1311	2678	973.8	4. P	5
1312	1312	2679	9.0	4. P	6
1313	1313	2680	5805.5	3. M	0
1314	1314	2681	10.0	4. P	6
1315	1315	2682	10.0	4. P	6
1316	1316	2683	15.0	4. P	6
1317	1317	2684	10.0	4. P	6
1318	1318	2686	261.0	4. P	5
1319	1319	2687	2535.6	3. M	3
1320	1320	2689	33.5	4. P	6
1321	1321	2690	15.5	4. P	6
1322	1322	2691	6274.5	3. M	0
1323	1323	2693	17.0	4. P	6
1324	1324	2694	3503.5	3. M	0
1325	1325	2695	10.0	4. P	6
1326	1326	2697	458.5	4. P	6
1327	1327	2698	4686.5	3. M	3
1328	1328	2699	31.0	4. P	6
1329	1329	2700	11.5	4. P	5
1330	1330	2701	828.1	4. P	5
1331	1331	2703	124.5	4. P	2
1332	1332	2704	68.5	4. P	6
1333	1333	2705	176.5	4. P	6
1334	1334	2706	10.0	4. P	6
1335	1335	2707	14.5	4. P	6
1336	1336	2708	29.5	4. P	6
1337	1337	2709	10.0	4. P	6
1338	1338	2712	11.5	4. P	6
1339	1339	2713	4402.0	3. M	2
1340	1340	2714	259.5	4. P	0
1341	1341	2715	125.0	4. P	5
1342	1342	2716	1337.0	4. P	5
1343	1343	2718	391.5	4. P	0
1344	1344	2719	48.5	4. P	6
1345	1345	2720	10.0	4. P	6
1346	1346	2721	29.0	4. P	6
1347	1347	2722	51465.5	1. TG	0
1348	1348	2723	157.5	4. P	6
1349	1349	2724	573.0	4. P	5
1350	1350	2725	10.0	4. P	6
1351	1351	2726	23.0	4. P	6
1352	1352	2727	31.0	4. P	6
1353	1353	2728	15.0	4. P	6
1354	1354	2729	166.0	4. P	6
1355	1355	2731	14.5	4. P	5
1356	1356	2732	10.0	4. P	6
1357	1357	2733	17.5	4. P	6
1358	1358	2735	13.5	4. P	6
1359	1359	2736	346.0	4. P	5
1360	1360	2737	29.5	4. P	6
1361	1361	2738	9.0	4. P	6
1362	1362	2740	1075.5	4. P	0
1363	1363	2743	4677.0	3. M	4
1364	1364	2744	106.0	4. P	6
1365	1365	2746	10.5	4. P	6
1366	1366	2748	12.0	4. P	6
1367	1367	2750	1197.0	4. P	0
1368	1368	2751	31872.0	2. G	1
1369	1369	2752	3344.0	3. M	0
1370	1370	2753	59.5	4. P	5
1371	1371	2754	2074.0	3. M	0
1372	1372	2755	18.0	4. P	6
1373	1373	2757	171.0	4. P	5
1374	1374	2763	86.0	4. P	4
1375	1375	2776	134.5	4. P	5
1376	1376	2778	1940.5	3. M	1
1377	1377	2780	32.0	4. P	0
1378	1378	2782	175.0	4. P	1
1379	1379	2783	340.5	4. P	2
1380	1380	2786	764.5	4. P	1
1381	1381	2788	10.0	4. P	6
1382	1382	2790	48.0	4. P	5
1383	1383	2791	124.0	4. P	3
1384	1384	2792	156.5	4. P	5
1385	1385	2793	44927.0	2. G	5
1386	1386	2795	82.5	4. P	5
1387	1387	2796	75.0	4. P	4
1388	1388	2797	382.0	4. P	0
1389	1389	2798	19.0	4. P	6
1390	1390	2801	1787.0	3. M	0
1391	1391	2802	42.0	4. P	3
1392	1392	2803	10.0	4. P	6
1393	1393	2805	37.0	4. P	6
1394	1394	2806	2781.25	3. M	0
1395	1395	2808	25055.5	2. G	0
1396	1396	2809	7.5	4. P	6
1397	1397	2810	1178.5	4. P	0
1398	1398	2811	4865.5	3. M	0
1399	1399	2812	21.0	4. P	6
1400	1400	2813	348.5	4. P	5
1401	1401	2814	8.0	4. P	6
1402	1402	2819	229.5	4. P	1
1403	1403	2820	641.5	4. P	2
1404	1404	2821	1959.5	3. M	0
1405	1405	2822	497.0	4. P	0
1406	1406	2823	863.0	4. P	0
1407	1407	2824	10.0	4. P	5
1408	1408	2825	2923.0	3. M	0
1409	1409	2828	3201.5	3. M	0
1410	1410	2829	659.5	4. P	5
1411	1411	2830	1.0	4. P	5
1412	1412	2832	11.5	4. P	5
1413	1413	2835	35.0	4. P	5
1414	1414	2837	2.0	4. P	5
1415	1415	2838	32.5	4. P	5
1416	1416	2840	6.0	4. P	4
1417	1417	2841	168.0	4. P	5
1418	1418	2843	13.5	4. P	5
1419	1419	2846	5.0	4. P	5
1420	1420	2847	197.5	4. P	0
1421	1421	2848	107.0	4. P	5
1422	1422	2849	7170.0	3. M	5
1423	1423	2850	10.0	4. P	5
1424	1424	2851	2.5	4. P	5
1425	1425	2852	63.0	4. P	5
1426	1426	2854	103.5	4. P	5
1427	1427	2855	761.0	4. P	1
1428	1428	2859	203.5	4. P	0
1429	1429	2860	411.5	4. P	5
1430	1430	2861	165.0	4. P	1
1431	1431	2862	30.5	4. P	5
1432	1432	2863	104.0	4. P	5
1433	1433	2866	29.5	4. P	5
1434	1434	2873	2709.0	3. M	0
1435	1435	2874	314.0	4. P	5
1436	1436	2875	864.5	4. P	2
1437	1437	2877	147.0	4. P	5
1438	1438	2879	183.0	4. P	5
1439	1439	2881	12334.5	2. G	0
1440	1440	2883	10551.0	3. M	0
1441	1441	2884	4.0	4. P	5
1442	1442	2885	10.0	4. P	5
1443	1443	2887	141.0	4. P	5
1444	1444	2892	10.0	4. P	5
1445	1445	2893	172.0	4. P	5
1446	1446	2894	366.0	4. P	0
1447	1447	2895	80.0	4. P	2
1448	1448	2896	827.5	4. P	1
1449	1449	2900	10.0	4. P	5
1450	1450	2901	45.0	4. P	5
1451	1451	2902	10.0	4. P	5
1452	1452	2903	10.0	4. P	5
1453	1453	2904	56792.0	1. TG	0
1454	1454	2906	24.0	4. P	5
1455	1455	2907	10.0	4. P	5
1456	1456	2911	55.5	4. P	5
1457	1457	2912	483.5	4. P	2
1458	1458	2915	18.0	4. P	5
1459	1459	2916	12.0	4. P	4
1460	1460	2918	42.5	4. P	5
1461	1461	2920	26.0	4. P	2
1462	1462	2921	8.5	4. P	5
1463	1463	2925	74.5	4. P	5
1464	1464	2933	6.0	4. P	5
1465	1465	2936	1155.5	4. P	0
1466	1466	2937	21.0	4. P	5
1467	1467	2938	10.0	4. P	5
1468	1468	2945	300.0	4. P	1
1469	1469	2951	18.5	4. P	0
1470	1470	2954	10.0	4. P	5
1471	1471	2956	7.5	4. P	5
1472	1472	2957	38.0	4. P	4
1473	1473	2958	10.0	4. P	5
1474	1474	2959	260.0	4. P	5
1475	1475	2961	205.0	4. P	5
1476	1476	2962	66.0	4. P	5
1477	1477	2972	912.5	4. P	0
1478	1478	2973	10.0	4. P	5
1479	1479	2974	86.0	4. P	3
1480	1480	2977	27.0	4. P	5
1481	1481	2980	19.5	4. P	5
1482	1482	2982	105.0	4. P	2
1483	1483	2983	217.5	4. P	3
1484	1484	2985	14444.0	2. G	0
1485	1485	2991	10.0	4. P	5
1486	1486	2992	53.0	4. P	5
1487	1487	2993	2.0	4. P	5
1488	1488	2995	70.5	4. P	5
1489	1489	2998	36.0	4. P	5
1490	1490	3002	163.0	4. P	5
1491	1491	3003	54.5	4. P	3
1492	1492	3016	48.0	4. P	5
1493	1493	3019	40.0	4. P	5
1494	1494	3021	0.5	4. P	5
1495	1495	3031	18.5	4. P	5
1496	1496	3032	7.5	4. P	5
1497	1497	3033	878.0	4. P	3
1498	1498	3034	10.0	4. P	5
1499	1499	3037	30.5	4. P	5
1500	1500	3040	14.5	4. P	1
1501	1501	3050	15.5	4. P	4
1502	1502	3052	597.5	4. P	5
1503	1503	3053	227.5	4. P	4
1504	1504	3054	14.5	4. P	5
1505	1505	3056	29.0	4. P	5
1506	1506	3058	112.0	4. P	5
1507	1507	3059	10.0	4. P	5
1508	1508	3063	454.5	4. P	2
1509	1509	3066	6.5	4. P	4
1510	1510	3069	35.5	4. P	5
1511	1511	3072	10.0	4. P	5
1512	1512	3073	1187.8	4. P	0
1513	1513	3074	2.5	4. P	5
1514	1514	3075	103.0	4. P	4
1515	1515	3076	2013.5	3. M	1
1516	1516	3077	251.0	4. P	2
1517	1517	3078	8851.0	3. M	2
1518	1518	3082	10.0	4. P	5
1519	1519	3086	85.5	4. P	5
1520	1520	3091	4.0	4. P	4
1521	1521	3101	227.0	4. P	5
1522	1522	3103	20.0	4. P	4
1523	1523	3108	60.0	4. P	5
1524	1524	3109	26.0	4. P	4
1525	1525	3110	112.5	4. P	5
1526	1526	3111	13.5	4. P	5
1527	1527	3115	14.0	4. P	5
1528	1528	3116	1.0	4. P	4
1529	1529	3127	10.0	4. P	5
1530	1530	3131	10.0	4. P	5
1531	1531	3142	10.0	4. P	5
1532	1532	3158	13.0	4. P	5
1533	1533	3162	10.0	4. P	5
1534	1534	3164	37568.0	2. G	0
1535	1535	3167	10.0	4. P	5
1536	1536	3170	121.0	4. P	0
1537	1537	3172	355.5	4. P	1
1538	1538	3187	23.5	4. P	5
1539	1539	3201	13.5	4. P	5
1540	1540	3203	10.0	4. P	5
1541	1541	3204	209.0	4. P	5
1542	1542	3206	10.0	4. P	5
1543	1543	3207	30.5	4. P	5
1544	1544	3210	192.5	4. P	4
1545	1545	3212	5193.0	3. M	0
1546	1546	3214	15.0	4. P	5
1547	1547	3216	146.0	4. P	4
1548	1548	3218	2.5	4. P	5
1549	1549	3222	10.0	4. P	5
1550	1550	3223	10.0	4. P	5
1551	1551	3225	192.0	4. P	1
1552	1552	3228	1.0	4. P	5
