ID,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,"('KEY2', 'KEY2MAX')","('KEY2', 'KEY2MIN')",2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,PMG,PMG2,REC,RECENCE
550,550,1739,6969.0,2711,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,186.5,932.5,1015.0,842.0,182.0,524.5,313.5,219.0,434.5,1268.5,686.5,364.5,1171.5,86.0,318.5,875.0,1902.5,223.5,55.0,359.0,374.0,,527.5,983.0,24.5,,69.0,3. M,3,4,0
551,551,1741,9589.5,1082,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,20.0,250.0,955.5,3375.0,1177.0,70.0,193.5,524.0,1182.0,1007.5,482.0,353.0,8639.0,91.0,367.5,5.0,59.5,32.0,,10.5,53.0,2.0,,6.0,324.0,,,3. M,3,4,0
552,552,1742,36.5,11,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,36.5,,,,,,,,,,,,2.5,3.0,,,,20.0,,,,10.0,,1.0,,,,4. P,4,2,11
553,553,1743,40.5,79,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,27.0,6.0,7.5,,,,,,,,,,,,0.5,,1.5,0.5,,3.5,0.5,,9.5,21.0,,,3.5,4. P,4,2,9
554,554,1744,97.5,154,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,10.0,87.5,,,,,,,,,,,,,,,,3.0,1.5,10.5,27.0,18.0,,5.5,32.0,,,4. P,4,2,10
555,555,1745,794.5,40,2014-10-01,2013-12-01,24178,24168,,,,,,,,,,,50.0,185.0,84.0,95.0,,80.0,,40.0,198.5,57.0,5.0,,413.5,381.0,,,,,,,,,,,,,,4. P,4,4,1
556,556,1746,8.0,7,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,2.0,1.5,4.5,,,,4. P,4,2,10
557,557,1747,86.0,66,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,51.0,35.0,,,,,,,,,,,8.0,52.0,,3.0,,,9.0,10.0,,,,,4.0,,,4. P,4,2,10
558,558,1749,673.0,464,2014-10-01,2014-01-01,24178,24169,,,,,,,,,,,,623.0,28.5,,,,,,,,21.5,,25.0,421.0,6.0,46.5,3.0,6.5,1.0,54.5,5.0,,61.0,24.5,3.5,,15.5,4. P,4,4,1
559,559,1750,21855.5,16066,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,1852.0,1623.5,1025.0,3411.0,3710.5,1223.0,1985.5,2646.0,1153.5,1992.0,1233.5,,,65.5,10.0,143.5,,2277.0,3761.0,468.0,1624.5,6478.0,5862.0,97.5,750.5,318.0,2. G,2,4,0
560,560,1752,844.5,228,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,434.0,,20.0,44.0,,,,273.0,,,73.5,75.5,230.0,1.5,304.0,46.0,5.0,32.5,16.5,50.5,,10.5,43.0,,,29.5,4. P,4,4,0
561,561,1753,235.5,70,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,169.0,66.5,,,,,,,,,,10.0,1.0,,1.5,,60.0,10.0,,32.5,4.0,,87.5,27.5,1.0,0.5,4. P,4,2,9
562,562,1754,41.5,17,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,41.5,,,,,,,,,,,20.5,19.0,,2.0,,,,,,,,,,,,4. P,4,2,10
563,563,1755,2.0,1,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,4. P,4,2,10
564,564,1757,55.0,87,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,40.0,15.0,,,,,,,,,,,3.0,,,,,,,42.0,,,10.0,,,,4. P,4,2,9
565,565,1758,284.0,50,2014-04-01,2014-01-01,24172,24169,,,,,,,,,,,,104.5,115.0,54.5,10.0,,,,,,,,,,,,,,,,42.5,59.0,8.0,,173.0,,1.5,4. P,4,2,7
566,566,1759,7.5,4,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,3.5,4. P,4,2,10
567,567,1760,1006.5,729,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,232.0,205.0,141.0,115.5,73.0,29.0,46.0,26.0,50.5,43.0,45.5,5.0,,,,,3.0,12.0,0.5,1.0,8.0,31.5,1.5,938.5,2.0,3.5,4. P,4,4,0
568,568,1762,62.0,16,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,22.0,40.0,,,,,,,,,,33.0,29.0,,,,,,,,,,,,,,4. P,4,2,9
569,569,1763,10.5,11,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,10.5,,,,,,,,,,,6.0,2.5,,,,,,,,,,2.0,,,,4. P,4,2,10
570,570,1764,6231.5,506,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,698.0,912.0,414.0,907.0,364.0,784.0,778.0,486.0,430.0,143.5,315.0,2015.0,2481.0,100.0,100.0,53.0,1418.5,,5.0,,12.0,12.0,5.0,30.0,,,3. M,3,4,0
571,571,1765,478.0,320,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,179.0,190.0,52.0,,,,,,,,57.0,312.0,164.0,,,,,,,,,,2.0,,,,4. P,4,4,0
572,572,1766,214.1,116,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,182.1,32.0,,,,,,,,,,,165.0,,2.0,,6.0,,5.0,,,6.0,27.0,,3.1,,4. P,4,2,9
573,573,1768,233.5,159,2014-03-01,2014-01-01,24171,24169,,,,,,,,,,,,121.5,84.0,28.0,,,,,,,,,23.0,8.0,3.0,,,12.0,24.0,8.0,20.0,80.0,21.5,0.5,11.0,7.0,15.5,4. P,4,2,8
574,574,1769,60.0,89,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,60.0,,,,,,,,,,,,5.0,1.0,2.5,,,,41.5,3.0,6.0,,,1.0,,,4. P,4,2,10
575,575,1770,548.5,55,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,548.5,,,,,,,,,,,272.0,101.0,6.0,,,,28.0,24.5,,,,107.0,10.0,,,4. P,4,2,10
576,576,1771,423.0,451,2014-10-01,2014-01-01,24178,24169,,,,,,,,,,,,90.5,74.0,28.5,17.5,15.5,23.5,99.0,47.0,6.5,21.0,,3.5,10.0,1.5,13.5,0.5,1.5,,6.0,231.5,16.0,96.0,10.5,32.0,,0.5,4. P,4,4,1
577,577,1772,87.0,37,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,87.0,,,,,,,,,,,71.0,8.0,1.5,2.0,0.5,,,0.5,,,0.5,3.0,,,,4. P,4,2,10
578,578,1773,1969.0,22,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,1969.0,,,,,,,,,,,,1969.0,,,,,,,,,,,,,,3. M,3,2,10
579,579,1775,14.0,23,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,14.0,,,,,,,,,,,,14.0,,,,,,,,,,,,,,4. P,4,2,10
580,580,1776,24.0,2,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,24.0,,,,,,,,,,,,24.0,,,,,,,,,,,,,,4. P,4,2,10
581,581,1777,8.5,3,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,2.0,,0.5,6.0,,,4. P,4,2,10
582,582,1778,26.0,25,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,26.0,,,,,,,,,,,26.0,,,,,,,,,,,,,,,4. P,4,2,10
583,583,1779,10.0,9,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,4. P,4,2,10
584,584,1780,10.0,13,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,10.0,,,,,,,,,,,,0.5,,,,,,,,,,,9.5,,,4. P,4,2,10
585,585,1781,4.5,7,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,4.5,,,,,,,,,,,1.5,1.0,2.0,,,,,,,,,,,,,4. P,4,2,10
586,586,1782,3435.5,1338,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,569.5,1164.5,498.5,28.5,3.0,1.0,12.0,70.5,177.0,545.0,366.0,445.0,335.0,12.0,508.5,22.0,,95.5,80.0,107.5,4.0,27.5,1702.5,83.0,2.0,11.0,3. M,3,4,0
587,587,1783,47170.5,331,2014-04-01,2014-01-01,24172,24169,,,,,,,,,,,,16561.0,,24347.0,6262.5,,,,,,,,29346.5,17338.0,,,,,,,,486.0,,,,,,2. G,2,2,7
588,588,1784,29433.5,6803,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,2570.5,2737.0,5770.0,3265.5,1496.5,3273.0,3423.5,501.5,1290.5,4274.0,831.5,12218.0,8650.0,1278.0,4073.5,1866.5,19.5,,235.0,,,,1080.5,11.5,,1.0,2. G,2,4,0
589,589,1786,770.0,491,2014-09-01,2014-01-01,24177,24169,,,,,,,,,,,,123.0,150.5,48.5,104.0,145.0,81.0,15.5,82.5,20.0,,,23.5,,7.0,,26.5,7.5,18.0,133.0,16.5,463.0,30.5,14.5,22.5,6.0,1.5,4. P,4,3,2
590,590,1787,3913.5,3716,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,341.0,439.0,265.0,267.5,443.0,270.0,424.5,499.0,328.0,332.0,304.5,408.0,3462.0,0.5,6.5,3.0,5.0,,12.0,1.5,,,11.5,3.5,,,3. M,3,4,0
591,591,1788,70.5,49,2014-04-01,2014-01-01,24172,24169,,,,,,,,,,,,52.0,10.5,7.0,1.0,,,,,,,,1.0,,9.0,7.5,3.5,,10.5,0.5,,14.0,,,24.5,,,4. P,4,2,7
592,592,1789,24205.5,243,2014-09-01,2014-01-01,24177,24169,,,,,,,,,,,,22088.5,,,,,,,1.0,2116.0,,,24203.0,2.5,,,,,,,,,,,,,,2. G,2,3,2
593,593,1790,90.0,8,2014-03-01,2014-01-01,24171,24169,,,,,,,,,,,,69.0,,21.0,,,,,,,,,2.0,10.0,,,,,,,,78.0,,,,,,4. P,4,2,8
594,594,1791,9902.5,1394,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,2746.0,724.5,2998.0,989.5,601.5,315.0,635.5,377.0,226.5,147.5,141.5,7057.0,678.0,323.5,113.5,1700.0,,3.0,7.0,,13.5,,6.5,,,0.5,3. M,3,4,0
595,595,1793,52.5,16,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,52.5,,,,,,,,,,,52.5,,,,,,,,,,,,,,,4. P,4,2,10
596,596,1795,714.0,190,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,390.0,272.5,43.0,,,,,,,,8.5,125.0,496.0,,,,28.5,,,22.5,6.0,,28.5,7.5,,,4. P,4,4,0
597,597,1796,42.0,4,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,42.0,,,,,,,,,,,19.0,23.0,,,,,,,,,,,,,,4. P,4,2,10
598,598,1797,10.0,5,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,10.0,,,,,,,,,,,,,,7.5,,2.5,,,,,,,,,,4. P,4,2,10
599,599,1798,9276.45,2126,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,87.0,811.75,796.6,176.0,258.1,191.9,962.7,1838.2,1145.0,2652.7,356.5,3661.0,4058.0,4.5,1.5,31.5,,18.0,,,647.5,415.0,4.5,12.0,245.95,177.0,3. M,3,4,0
600,600,1799,13.0,7,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,13.0,,,,,,,,,,,,4.0,,,,9.0,,,,,,,,,,4. P,4,2,10
601,601,1800,437.0,372,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,15.5,256.0,28.5,,42.0,6.5,,,1.5,65.0,22.0,4.5,3.5,39.5,32.0,1.0,241.0,,,54.0,48.0,4.0,6.0,,,3.5,4. P,4,4,0
602,602,1801,903.5,105,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,732.5,171.0,,,,,,,,,,259.0,135.0,,,231.0,,,56.0,111.5,2.0,71.0,33.0,,5.0,,4. P,4,2,9
603,603,1802,758.0,156,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,223.0,112.0,114.0,68.0,,27.0,84.0,24.0,29.0,45.0,32.0,217.0,418.0,9.0,78.0,24.0,,,,,,6.0,6.0,,,,4. P,4,4,0
604,604,1803,10.0,2,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,4. P,4,2,10
605,605,1804,568.0,474,2014-08-01,2014-01-01,24176,24169,,,,,,,,,,,,105.0,87.0,69.0,78.0,72.0,104.0,52.0,1.0,,,,276.0,292.0,,,,,,,,,,,,,,4. P,4,3,3
606,606,1805,1156.5,918,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,128.0,171.0,246.5,211.5,91.5,31.0,43.5,55.0,35.5,89.0,54.0,53.5,772.5,,2.0,3.5,250.0,,13.0,,,2.0,60.0,,,,4. P,4,4,0
607,607,1806,60.5,43,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,60.5,,,,,,,,,,,46.0,,,,,,,7.0,,,,7.5,,,,4. P,4,2,10
608,608,1807,178.5,81,2014-03-01,2014-01-01,24171,24169,,,,,,,,,,,,163.5,,15.0,,,,,,,,,,,,,,,,,,178.5,,,,,,4. P,4,2,8
609,609,1810,10.0,13,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,10.0,,,,,,,,,,,4.0,6.0,,,,,,,,,,,,,,4. P,4,2,10
610,610,1811,173.0,303,2014-07-01,2014-01-01,24175,24169,,,,,,,,,,,,134.5,20.5,,,,12.0,6.0,,,,,6.0,28.5,0.5,3.0,1.0,11.5,4.5,,0.5,14.0,45.0,13.5,8.0,1.0,36.0,4. P,4,3,4
611,611,1812,9511.5,1693,2014-09-01,2014-01-01,24177,24169,,,,,,,,,,,,2563.5,5688.0,481.5,,123.5,535.0,69.0,,51.0,,,95.0,91.0,1962.0,32.5,1952.0,25.0,175.0,1645.5,595.0,260.0,2.0,2208.5,449.5,18.0,0.5,3. M,3,3,2
612,612,1815,10.0,9,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,10.0,,,,,,,,,,,1.0,4.0,,,,,,,1.0,,,3.0,1.0,,,4. P,4,2,10
613,613,1816,58.0,39,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,10.0,12.0,,4.0,,2.0,,3.0,9.0,5.0,13.0,6.0,49.0,,,,3.0,,,,,,,,,,4. P,4,4,0
614,614,1817,618.5,132,2014-03-01,2014-01-01,24171,24169,,,,,,,,,,,,389.0,173.5,56.0,,,,,,,,,46.5,550.0,,14.5,,0.5,,0.5,1.0,,3.5,,,,2.0,4. P,4,2,8
615,615,1818,2283.5,316,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,550.5,529.5,302.5,273.5,210.5,78.0,92.0,35.0,94.5,82.0,35.5,7.0,,8.5,611.0,5.0,19.0,50.0,35.0,25.0,,,592.5,930.5,,,3. M,3,4,0
616,616,1821,35.0,24,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,21.0,14.0,,,,,,,,,,35.0,,,,,,,,,,,,,,,4. P,4,2,9
617,617,1823,813.5,678,2014-07-01,2014-01-01,24175,24169,,,,,,,,,,,,129.0,73.5,,,,,611.0,,,,,33.0,7.0,257.5,71.5,59.5,3.5,8.0,81.5,26.5,8.0,72.0,101.0,55.0,6.0,23.5,4. P,4,3,4
618,618,1824,3943.5,579,2014-09-01,2014-01-01,24177,24169,,,,,,,,,,,,1825.5,1201.0,49.5,,786.0,,,,81.5,,,1789.5,1246.5,115.5,3.0,100.0,373.0,,9.5,65.0,,62.5,130.0,,13.0,36.0,3. M,3,3,2
619,619,1825,19.0,24,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,19.0,,,,,,,,,,,13.5,,5.0,0.5,,,,,,,,,,,,4. P,4,2,10
620,620,1826,704.0,232,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,160.5,79.5,408.0,,,,,,,28.0,28.0,222.5,34.0,36.5,4.0,26.5,18.0,,32.5,,,4.5,319.0,,3.0,3.5,4. P,4,4,0
621,621,1827,3647.5,2209,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,1453.5,2194.0,,,,,,,,,,1500.5,1316.5,12.5,89.5,69.5,482.5,3.0,47.0,79.5,,26.0,20.0,,1.0,,3. M,3,2,9
622,622,1828,40.5,33,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,40.5,,,,,,,,,,,30.0,1.0,5.5,,,,,1.0,,,0.5,2.5,,,,4. P,4,2,10
623,623,1830,17.0,16,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,17.0,,,,,,,,,,,2.0,10.0,,,,,,0.5,,,,4.5,,,,4. P,4,2,10
624,624,1831,95.0,70,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,33.0,62.0,,,,,,,,,,22.5,65.5,,3.5,0.5,,,,,,1.5,1.0,,,0.5,4. P,4,2,9
625,625,1832,17.5,24,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,17.5,,,,,,,,,,,17.5,,,,,,,,,,,,,,,4. P,4,2,10
626,626,1833,3940.5,1055,2014-03-01,2014-01-01,24171,24169,,,,,,,,,,,,3585.0,335.5,20.0,,,,,,,,,137.0,364.5,,1243.5,40.5,,,598.0,,,18.0,1532.0,,,7.0,3. M,3,2,8
627,627,1835,20.0,26,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,20.0,,,,,,,,,,,0.5,11.0,,7.5,,0.5,,,,,0.5,,,,,4. P,4,2,10
628,628,1837,8591.0,1775,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,10.0,2408.0,2023.5,872.5,866.0,213.0,,,1076.5,992.0,129.5,3080.5,5219.5,16.5,151.0,53.5,1.0,,1.5,29.0,10.0,6.0,21.0,0.5,,1.0,3. M,3,4,0
629,629,1838,215.0,68,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,215.0,,,,,,,,,,,34.0,41.0,,,3.0,,,,15.5,108.5,,,13.0,,,4. P,4,2,10
630,630,1839,17.0,6,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,17.0,,,,,,,,,,,2.0,6.0,,,,9.0,,,,,,,,,,4. P,4,2,10
631,631,1840,806.0,58,2014-08-01,2014-02-01,24176,24170,,,,,,,,,,,,,80.0,,69.0,42.0,95.0,130.0,390.0,,,,235.0,507.0,,3.0,,,,,,25.0,1.0,15.0,20.0,,,4. P,4,3,3
632,632,1841,337.5,294,2014-10-01,2014-01-01,24178,24169,,,,,,,,,,,,122.5,,57.0,70.5,,,,51.5,,36.0,,,,,,6.0,24.0,3.0,4.5,104.0,,4.5,189.0,,,2.5,4. P,4,4,1
633,633,1842,377.0,616,2014-10-01,2014-01-01,24178,24169,,,,,,,,,,,,39.0,76.0,33.5,57.5,71.0,19.5,29.0,34.5,2.0,15.0,,,1.0,,4.5,,61.5,,,94.5,76.0,82.0,,57.0,,0.5,4. P,4,4,1
634,634,1844,52.5,29,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,52.5,,,,,,,,,,,24.0,26.5,,,0.5,,,,,,0.5,,,,1.0,4. P,4,2,10
635,635,1845,629.5,91,2014-10-01,2014-01-01,24178,24169,,,,,,,,,,,,5.0,114.5,117.0,25.0,62.0,,13.5,7.0,24.5,261.0,,224.5,306.5,74.0,1.0,8.0,1.0,,6.5,,,,8.0,,,,4. P,4,4,1
636,636,1848,28.5,43,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,28.5,,,,,,,,,,,7.5,11.0,,8.0,,1.0,,,,,1.0,,,,,4. P,4,2,10
637,637,1849,153.0,74,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,153.0,,,,,,,,,,,,15.5,,1.0,,,1.0,24.0,,14.0,,54.5,42.0,1.0,,4. P,4,2,10
638,638,1850,10771.0,6855,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,208.5,978.0,763.5,1070.0,940.0,970.0,1160.5,1139.5,1375.5,1370.0,795.5,6692.0,1087.0,712.5,132.5,271.5,3.0,111.0,157.0,2.0,,112.0,1284.0,16.0,,190.5,2. G,2,4,0
639,639,1851,1914.0,829,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,162.0,411.5,254.5,224.0,93.0,195.5,152.5,152.0,116.5,129.5,23.0,10.0,61.0,,12.0,,138.0,2.0,,4.5,1638.5,7.0,30.0,10.0,1.0,,3. M,3,4,0
640,640,1852,248.0,236,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,248.0,,,,,,,,,,,46.5,32.5,2.0,2.0,,15.0,2.0,3.0,4.0,25.5,47.0,5.0,0.5,,63.0,4. P,4,2,10
641,641,1853,178.5,93,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,45.5,36.0,97.0,,,,,0.5,,5.0,5.5,78.5,24.0,14.5,,50.0,,0.5,4. P,4,4,0
642,642,1854,23286.95,7189,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,53.0,20.0,28.0,271.0,35.0,104.0,1388.85,4922.25,7615.1,6136.25,2713.5,4326.0,4797.0,57.5,105.0,2000.0,4.0,18.0,181.5,,4487.5,2679.0,419.0,,3142.95,1069.5,2. G,2,4,0
643,643,1855,241.5,255,2014-08-01,2014-02-01,24176,24170,,,,,,,,,,,,,33.5,85.5,,,61.5,50.5,10.5,,,,30.0,46.0,3.5,92.0,3.0,7.5,,1.5,7.0,2.0,27.5,4.5,1.5,,15.5,4. P,4,3,3
644,644,1856,8.0,7,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,8.0,,,,,,,,,,,3.0,1.0,,,,,,,,2.0,,2.0,,,,4. P,4,2,10
645,645,1857,7489.5,771,2014-04-01,2014-01-01,24172,24169,,,,,,,,,,,,231.5,2079.5,5096.0,82.5,,,,,,,,1314.0,5030.5,520.5,49.0,0.5,494.5,,,,,44.5,28.0,,,8.0,3. M,3,2,7
646,646,1858,75.0,47,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,70.0,5.0,,,,,,,,,,44.5,,,2.0,,,2.0,5.0,,4.0,8.5,2.5,,1.0,5.5,4. P,4,2,9
647,647,1859,13.5,27,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,13.5,,,,,,,,,,,10.5,3.0,,,,,,,,,,,,,,4. P,4,2,10
648,648,1860,10716.0,988,2014-05-01,2014-01-01,24173,24169,,,,,,,,,,,,1982.5,2101.0,2987.0,2816.5,829.0,,,,,,,2646.5,185.0,326.5,1024.0,124.0,,,3228.5,169.0,754.0,1874.5,171.0,,103.0,110.0,2. G,2,2,6
649,649,1861,157.65,36,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,157.65,,,,,,,,,,,3.5,,,,,,,,,21.0,46.0,3.0,0.5,72.65,11.0,4. P,4,2,10
650,650,1862,91.5,67,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,87.0,4.5,,,,,,,,,,20.0,49.0,,,1.5,7.5,,,,4.0,4.5,1.0,,3.0,1.0,4. P,4,2,9
651,651,1863,101.0,105,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,101.0,,,,,,9.0,9.5,,,2.5,9.0,,4.0,,,17.5,9.0,0.5,1.0,39.0,4. P,4,3,5
652,652,1864,38.5,32,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,38.5,,,,,,,,,,,14.0,10.0,,,,,,,,3.0,9.0,,,,2.5,4. P,4,2,10
653,653,1865,969.5,329,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,969.5,,,,,,,,,,,41.0,68.0,,,,,,15.0,132.0,115.0,33.0,565.5,,,,4. P,4,2,10
654,654,1866,345.0,11,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,120.0,225.0,,,,,,,,,,,,,,,,,,,,345.0,,,,,4. P,4,2,9
655,655,1867,1735.0,60,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,150.0,125.0,50.0,70.0,300.0,475.0,125.0,115.0,135.0,165.0,25.0,930.0,805.0,,,,,,,,,,,,,,3. M,3,4,0
656,656,1868,609.0,113,2014-06-01,2014-01-01,24174,24169,,,,,,,,,,,,147.0,218.0,154.0,60.0,,30.0,,,,,,144.0,465.0,,,,,,,,,,,,,,4. P,4,3,5
657,657,1869,5717.7,1151,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,345.7,929.0,857.0,543.5,715.0,196.5,704.0,602.0,166.0,291.0,368.0,5.0,47.0,,,,9.0,5.0,,603.5,1136.0,3595.5,10.0,227.5,11.2,68.0,3. M,3,4,0
658,658,1870,46.5,47,2014-03-01,2014-01-01,24171,24169,,,,,,,,,,,,15.0,22.0,9.5,,,,,,,,,1.0,45.0,,,,,,,,,,0.5,,,,4. P,4,2,8
659,659,1871,2860.0,2009,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,10.5,270.0,117.0,231.0,215.0,152.0,224.0,484.0,280.5,664.0,212.0,165.0,713.5,2.5,706.5,4.5,491.5,5.0,8.0,17.5,20.0,71.0,490.0,109.0,,56.0,3. M,3,4,0
660,660,1872,2543.0,1751,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,77.5,207.0,334.0,384.5,451.0,295.0,273.5,183.0,54.5,180.0,103.0,1335.5,933.0,51.5,95.0,40.5,,,17.0,,16.0,14.0,31.5,,1.0,8.0,3. M,3,4,0
