,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,KEYMAX2,KEYMIN2,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,Produit 0,Produit 1,Produit 2,Produit 3,Produit 4,Produit 5,Produit 6,PMG,PMG2,REC,RECENCE,MT90,MT30
1586,1586,3228,1.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,4. P,4,3,5,1.0,1.0
1587,1587,3249,78.0,3,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,78.0,,,,4. P,4,3,5,78.0,78.0
1588,1588,3253,9.5,8,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,2.5,6.5,0.5,,4. P,4,3,5,9.5,9.5
1589,1589,3258,1.5,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,1.5,4. P,4,3,5,1.5,1.5
1590,1590,3262,205.5,75,2014-08-01,2014-06-01,24176,24174,,,,,,,,,,,,,,,,,,42.5,24.0,139.0,,,,,,,202.5,3.0,,,4. P,4,3,3,205.5,66.5
1591,1591,3264,16.0,3,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,10.0,6.0,,,4. P,4,3,5,16.0,16.0
1592,1592,3265,382.0,241,2014-08-01,2014-06-01,24176,24174,,,,,,,,,,,,,,,,,,57.0,159.0,166.0,,,,5.0,,,361.5,15.5,,,4. P,4,3,3,382.0,179.0
1593,1593,3268,10.0,8,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1594,1594,3269,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,4. P,4,3,5,10.0,10.0
1595,1595,3271,11.0,9,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,11.0,,,,4. P,4,3,5,11.0,11.0
1596,1596,3276,116.0,118,2014-10-01,2014-06-01,24178,24174,,,,,,,,,,,,,,,,,,66.5,14.5,,,35.0,,,,,116.0,,,,4. P,4,4,1,81.0,81.0
1597,1597,3278,20.0,2,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,4. P,4,3,5,20.0,20.0
1598,1598,3281,6.0,6,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,6.0,,,,4. P,4,3,5,6.0,6.0
1599,1599,3289,15.0,12,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,8.0,5.0,2.0,,4. P,4,3,5,15.0,15.0
1600,1600,3290,72.5,85,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,25.0,47.5,,,,,6.0,,,61.5,3.5,1.5,,4. P,4,3,4,72.5,72.5
1601,1601,3291,1005.0,618,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,101.0,395.5,41.5,,196.5,270.5,3.0,,,787.0,167.0,35.0,13.0,4. P,4,4,0,538.0,448.5
1602,1602,3292,741.0,229,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,642.0,99.0,,,,,,,,114.5,36.0,590.5,,4. P,4,3,4,741.0,741.0
1603,1603,3293,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,4. P,4,3,5,10.0,10.0
1604,1604,3304,11.0,16,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,9.0,2.0,,,,,,,,4.0,0.5,4.0,2.5,4. P,4,3,4,11.0,11.0
1605,1605,3306,11049.5,2138,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,257.0,5051.5,2490.5,1315.0,1224.5,711.0,23.0,,,10463.0,149.0,386.0,28.5,2. G,2,4,0,8996.0,4349.5
1606,1606,3307,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1607,1607,3312,10.0,6,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1608,1608,3315,32.0,5,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,6.0,26.0,,,4. P,4,3,5,32.0,32.0
1609,1609,3318,16.0,13,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,10.5,0.5,,5.0,4. P,4,3,5,16.0,16.0
1610,1610,3320,6261.5,958,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,114.0,373.0,1697.0,1358.0,1443.0,1276.5,50.0,,,4836.5,1192.0,182.5,0.5,3. M,3,4,0,3140.5,386.0
1611,1611,3322,7.0,4,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,2.0,5.0,,4. P,4,3,5,7.0,7.0
1612,1612,3324,10.0,5,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,4.0,6.0,,4. P,4,3,5,10.0,10.0
1613,1613,3326,10.0,7,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1614,1614,3330,161.5,153,2014-08-01,2014-06-01,24176,24174,,,,,,,,,,,,,,,,,,14.0,78.5,69.0,,,,,,,102.0,40.5,19.0,,4. P,4,3,3,161.5,77.5
1615,1615,3336,8209.5,796,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,190.0,2951.5,1797.0,1485.0,1422.0,364.0,12.0,,,3282.0,1924.5,2860.0,131.0,3. M,3,4,0,6323.5,3091.5
1616,1616,3341,7.0,14,2014-09-01,2014-06-01,24177,24174,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,,,,,2.5,4.5,,4. P,4,3,2,7.0,3.0
1617,1617,3343,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1618,1618,3346,11.5,11,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,11.5,,,,4. P,4,3,5,11.5,11.5
1619,1619,3354,10.0,7,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1620,1620,3356,10.0,5,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1621,1621,3357,786.0,582,2014-09-01,2014-06-01,24177,24174,,,,,,,,,,,,,,,,,,7.5,444.0,191.5,143.0,,,,,,632.0,3.5,135.0,15.5,4. P,4,3,2,786.0,451.5
1622,1622,3360,2.5,2,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,1.5,1.0,,4. P,4,3,5,2.5,2.5
1623,1623,3386,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1624,1624,3389,150.0,9,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,130.0,20.0,,,4. P,4,3,4,150.0,150.0
1625,1625,3390,10.0,4,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,1.5,8.5,,4. P,4,3,4,10.0,10.0
1626,1626,3391,12.0,11,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,12.0,,4. P,4,3,5,12.0,12.0
1627,1627,3392,2.0,4,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.5,0.5,,4. P,4,3,4,2.0,2.0
1628,1628,3394,631.0,192,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,,322.0,309.0,,,,18.0,,,554.5,54.5,4.0,,4. P,4,3,3,631.0,487.5
1629,1629,3407,1.5,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,1.5,,,4. P,4,3,5,1.5,1.5
1630,1630,3436,6.0,5,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,4.5,1.5,,4. P,4,3,4,6.0,6.0
1631,1631,3446,10.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,4. P,4,3,4,10.0,10.0
1632,1632,3447,35.0,17,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,4.0,21.0,10.0,4. P,4,3,4,35.0,35.0
1633,1633,3452,2216.0,1564,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,543.0,342.5,495.5,468.0,367.0,1.0,,,29.0,2135.0,22.5,28.5,3. M,3,4,0,1496.0,634.5
1634,1634,3454,6.5,13,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,6.5,,,,4. P,4,3,4,6.5,6.5
1635,1635,3456,10.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1636,1636,3464,2.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,4. P,4,3,4,2.0,2.0
1637,1637,3465,136.5,141,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,136.5,,,,,,,,71.0,21.5,26.5,17.5,4. P,4,3,4,136.5,136.5
1638,1638,3466,34.5,6,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,34.5,,,,,,,,4.5,30.0,,,4. P,4,3,4,34.5,34.5
1639,1639,3475,31.0,13,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,25.0,1.5,4.5,,4. P,4,3,4,31.0,31.0
1640,1640,3477,41.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,41.0,,,,4. P,4,3,4,41.0,41.0
1641,1641,3484,2.0,2,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,4. P,4,3,3,2.0,2.0
1642,1642,3486,19.0,13,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,19.0,,,,4. P,4,3,4,19.0,19.0
1643,1643,3495,1.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,4. P,4,3,4,1.0,1.0
1644,1644,3496,10.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1645,1645,3523,617.0,376,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,,339.0,,278.0,,,6.0,6.0,,472.5,34.0,85.0,13.5,4. P,4,3,2,617.0,339.0
1646,1646,3533,10.0,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,4.0,6.0,4. P,4,3,4,10.0,10.0
1647,1647,3534,49.5,24,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,49.5,,,,,,,,28.0,20.5,1.0,,4. P,4,3,4,49.5,49.5
1648,1648,3536,169.0,76,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,,139.0,4.0,26.0,,,,,,169.0,,,,4. P,4,3,2,169.0,139.0
1649,1649,3537,138.5,54,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,,39.5,85.0,14.0,,,,,,20.0,1.5,94.5,22.5,4. P,4,3,2,138.5,52.5
1650,1650,3539,193.5,153,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,64.0,47.5,32.5,30.0,19.5,3.0,,,1.0,2.5,179.5,7.5,4. P,4,4,0,145.0,74.5
1651,1651,3540,96.0,165,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,,78.5,17.5,,,,,,,73.5,17.0,5.0,0.5,4. P,4,3,3,96.0,86.0
1652,1652,3542,418.5,31,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,418.5,,,,,105.0,22.0,,254.0,37.5,,,4. P,4,3,4,418.5,418.5
1653,1653,3545,1351.0,454,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,808.5,365.5,61.5,20.0,95.5,,,,1033.0,86.0,191.5,40.5,4. P,4,4,0,1235.5,859.5
1654,1654,3548,232.5,153,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,232.5,,,,,,,,,35.0,124.0,73.5,4. P,4,3,4,232.5,232.5
1655,1655,3550,131.0,144,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,131.0,,,,,2.0,,,126.5,,2.5,,4. P,4,3,4,131.0,131.0
1656,1656,3556,5.0,7,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,4. P,4,3,4,5.0,5.0
1657,1657,3561,4146.5,2695,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,848.0,826.5,725.0,1008.0,739.0,21.0,2.0,,2308.0,1644.0,69.5,102.0,3. M,3,4,0,2618.0,1026.5
1658,1658,3568,7980.0,110,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,,822.0,4190.0,2968.0,,,,,,7980.0,,,,3. M,3,3,2,7980.0,822.0
1659,1659,3573,29.5,13,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,29.5,,,,,,,,26.0,3.5,,,4. P,4,3,4,29.5,29.5
1660,1660,3576,10.0,10,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,4.5,,5.5,,4. P,4,3,4,10.0,10.0
1661,1661,3578,56.5,60,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,56.5,,,,,,,,42.0,,14.5,,4. P,4,3,4,56.5,56.5
1662,1662,3579,326.5,196,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,,256.0,70.5,,,,,,,,1.5,229.5,95.5,4. P,4,3,3,326.5,271.0
1663,1663,3582,49.5,46,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,49.5,,,,,5.0,,,37.5,2.0,5.0,,4. P,4,3,4,49.5,49.5
1664,1664,3586,5.5,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,1.0,3.0,1.5,4. P,4,3,4,5.5,5.5
1665,1665,3593,80.0,21,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,78.0,1.0,1.0,,4. P,4,3,4,80.0,80.0
1666,1666,3594,11.5,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,6.5,,5.0,,4. P,4,3,4,11.5,11.5
1667,1667,3595,1499.1,1924,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,447.1,437.5,181.0,212.0,221.5,,1.0,,18.0,479.0,822.5,178.6,4. P,4,4,0,1090.1,563.6
1668,1668,3596,29.5,31,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,29.5,,,,,,,,18.0,10.5,1.0,,4. P,4,3,4,29.5,29.5
1669,1669,3599,10.0,8,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,9.0,0.5,,0.5,4. P,4,3,4,10.0,10.0
1670,1670,3604,1003.0,51,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,1003.0,,,,,10.0,16.0,,942.0,4.0,31.0,,4. P,4,3,4,1003.0,1003.0
1671,1671,3610,1442.0,218,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,560.0,447.5,303.5,74.5,56.5,,,,2.0,12.0,1420.5,7.5,4. P,4,4,0,1311.0,801.0
1672,1672,3611,785.0,296,2014-10-01,2014-07-01,24178,24175,,,,,,,,,,,,,,,,,,,37.0,,591.0,157.0,,3.0,,,782.0,,,,4. P,4,4,1,772.0,37.0
1673,1673,3613,10.0,8,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,7.0,,3.0,,4. P,4,3,4,10.0,10.0
1674,1674,3614,137.0,10,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,137.0,,,,4. P,4,3,4,137.0,137.0
1675,1675,3616,18.5,12,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,18.5,,,,4. P,4,3,4,18.5,18.5
1676,1676,3618,2.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,4. P,4,3,4,2.0,2.0
1677,1677,3619,13.0,18,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,0.5,7.5,2.5,2.5,4. P,4,3,4,13.0,13.0
1678,1678,3620,6.0,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,6.0,,,,4. P,4,3,4,6.0,6.0
1679,1679,3622,22.0,16,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,20.0,2.0,,,4. P,4,3,4,22.0,22.0
1680,1680,3624,11.0,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,11.0,,,,4. P,4,3,4,11.0,11.0
1681,1681,3626,10.0,5,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1682,1682,3629,10.0,3,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1683,1683,3630,523.0,251,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,,287.0,236.0,,,,520.0,3.0,,,4. P,4,4,0,523.0,292.0
1684,1684,3631,13.5,10,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,13.5,,,,4. P,4,3,4,13.5,13.5
1685,1685,3633,15.0,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,4.5,3.0,7.5,,4. P,4,3,4,15.0,15.0
1686,1686,3634,10.0,8,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1687,1687,3635,239.0,68,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,239.0,,,,,,,,239.0,,,,4. P,4,3,4,239.0,239.0
1688,1688,3636,10.0,3,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1689,1689,3638,24.0,16,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,22.0,2.0,,,4. P,4,3,4,24.0,24.0
1690,1690,3640,3.0,6,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,4. P,4,3,4,3.0,3.0
1691,1691,3641,16.0,16,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,16.0,,,,4. P,4,3,4,16.0,16.0
1692,1692,3642,10.0,4,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1693,1693,3644,10.0,6,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1694,1694,3645,10.0,8,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1695,1695,3646,85.5,76,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,85.5,,,,,,,,81.5,4.0,,,4. P,4,3,4,85.5,85.5
1696,1696,3656,468.0,466,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,76.0,60.5,204.0,122.5,5.0,,,,303.5,50.5,72.0,42.0,4. P,4,4,0,369.5,97.0
1697,1697,3658,20.0,4,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,20.0,,,,4. P,4,3,4,20.0,20.0
1698,1698,3680,24.5,26,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,12.5,4.5,4.5,3.0,4. P,4,3,4,24.5,24.5
1699,1699,3687,26.0,25,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,2.5,,4.5,3.5,15.5,,,,20.0,1.5,4.5,,4. P,4,4,0,7.0,2.5
1700,1700,3690,13.0,13,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,10.0,0.5,2.5,,4. P,4,3,4,13.0,13.0
1701,1701,3696,3702.0,1041,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,767.5,958.5,610.5,982.5,383.0,72.0,602.0,,1292.0,729.5,719.0,287.5,3. M,3,4,0,2696.0,1085.5
1702,1702,3700,10.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1703,1703,3701,48.0,31,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,38.0,9.0,1.0,,4. P,4,3,4,48.0,48.0
1704,1704,3704,10.5,9,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,10.5,,,,4. P,4,3,4,10.5,10.5
1705,1705,3708,1368.6,795,2014-10-01,2014-07-01,24178,24175,,,,,,,,,,,,,,,,,,,727.75,293.75,177.0,170.1,,,,,204.5,362.5,397.5,404.1,4. P,4,4,1,1318.6,840.25
1706,1706,3709,40.0,35,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,15.0,3.0,14.0,8.0,4. P,4,3,4,40.0,40.0
1707,1707,3711,14.0,17,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,14.0,,,,4. P,4,3,4,14.0,14.0
1708,1708,3718,6.0,3,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,6.0,,4. P,4,3,4,6.0,6.0
1709,1709,3720,29.0,15,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,,5.0,14.0,10.0,,,,,,,,,29.0,4. P,4,3,2,29.0,9.0
1710,1710,3721,143.5,17,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,86.0,,,,57.5,,,,143.5,,,,4. P,4,4,0,86.0,86.0
1711,1711,3723,639.0,30,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,,474.5,164.5,,,,,,,440.0,45.0,154.0,,4. P,4,3,3,639.0,639.0
1712,1712,3730,361.0,27,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,361.0,,,,,32.0,,,260.0,68.0,1.0,,4. P,4,3,4,361.0,361.0
1713,1713,3731,1.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,4. P,4,3,4,1.0,1.0
1714,1714,3742,5.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,4. P,4,3,4,5.0,5.0
1715,1715,3744,228.0,23,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,228.0,,,,,29.0,169.0,,,,30.0,,4. P,4,3,4,228.0,228.0
1716,1716,3747,10.0,5,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,8.0,,2.0,,,,4. P,4,3,4,10.0,10.0
1717,1717,3752,2358.5,1340,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,129.5,733.0,165.0,270.0,1061.0,3.0,7.5,,741.0,589.0,789.0,229.0,3. M,3,4,0,1229.0,354.5
1718,1718,3756,10.0,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1719,1719,3757,21.0,27,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,12.5,5.5,2.0,1.0,4. P,4,3,4,21.0,21.0
1720,1720,3758,2057.5,83,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,698.0,118.0,635.0,264.0,342.5,,,,1957.0,100.5,,,3. M,3,4,0,1551.0,806.0
1721,1721,3759,10.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,4. P,4,3,4,10.0,10.0
1722,1722,3766,56.0,61,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,,10.0,46.0,,,,,,,7.5,32.5,12.0,4.0,4. P,4,3,3,56.0,56.0
1723,1723,3769,5220.5,606,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,,2867.5,1474.5,,355.5,523.0,,177.0,,26.5,6.0,2520.0,2491.0,3. M,3,4,0,4596.0,4129.0
1724,1724,3771,18.5,4,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,6.0,12.5,,,4. P,4,3,4,18.5,18.5
1725,1725,3772,33.0,19,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,23.0,5.0,5.0,,4. P,4,3,4,33.0,33.0
1726,1726,3773,159.5,29,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,159.5,,,,,,,,159.5,,,,4. P,4,3,4,159.5,159.5
1727,1727,3776,95.5,55,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,95.5,,,,,,,,10.5,10.5,64.0,10.5,4. P,4,3,4,95.5,95.5
1728,1728,3780,2.0,4,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,0.5,0.5,,4. P,4,3,4,2.0,2.0
