,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,KEYMAX2,KEYMIN2,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-04-01,2014-05-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,Couple,Jackpot,Multi,Quarte,Quinte,Simple,Trio,PMG,PMG2,REC,RECENCE,MT90,MT30
367,367,1396,446.0,23,2014-01-01,2013-08-01,24169,24164,,,,,,,,30.0,65.0,98.0,67.5,70.0,115.5,,,,,,,,,,446.0,,,,,4. P,4,2,10,228.0,80.0
368,368,1398,102.2,79,2013-09-01,2013-08-01,24165,24164,,,,,,,,23.0,79.2,,,,,,,,,,,,20.5,8.5,10.2,7.0,32.5,23.5,,4. P,4,1,14,102.2,102.2
369,369,1399,20.5,19,2013-08-01,2013-08-01,24164,24164,,,,,,,,20.5,,,,,,,,,,,,,4.0,,,,,16.5,,4. P,4,1,15,20.5,20.5
370,370,1400,145.0,51,2013-10-01,2013-08-01,24166,24164,,,,,,,,92.5,49.5,3.0,,,,,,,,,,,2.0,38.0,100.0,,,5.0,,4. P,4,1,13,145.0,129.0
371,371,1401,86138.5,1905,2014-09-01,2013-08-01,24177,24164,,,,,,,,5639.0,13817.0,5268.0,14985.5,14527.0,31227.0,645.0,,,,,30.0,,77501.0,575.5,1334.0,689.0,186.5,5758.0,94.5,1. TG,1,3,2,33825.5,17443.0
372,372,1402,25.0,8,2013-10-01,2013-10-01,24166,24166,,,,,,,,,,25.0,,,,,,,,,,,6.0,,,,,19.0,,4. P,4,1,13,25.0,25.0
373,373,1404,7107.5,1761,2014-01-01,2013-08-01,24169,24164,,,,,,,,262.5,1645.25,1992.25,1449.0,1443.0,315.5,,,,,,,,2107.0,54.5,135.5,77.5,1303.0,3422.0,8.0,3. M,3,2,10,4882.0,1126.0
374,374,1406,25.0,11,2013-08-01,2013-08-01,24164,24164,,,,,,,,25.0,,,,,,,,,,,,,,17.0,6.0,,,2.0,,4. P,4,1,15,25.0,25.0
375,375,1408,1767.0,2009,2014-01-01,2013-09-01,24169,24165,,,,,,,,,142.5,518.5,472.0,313.0,321.0,,,,,,,,,7.0,12.0,140.5,72.0,,1535.5,3. M,3,2,10,1367.0,422.5
376,376,1409,39.0,14,2013-10-01,2013-09-01,24166,24165,,,,,,,,,28.0,11.0,,,,,,,,,,,3.0,,,,,36.0,,4. P,4,1,13,39.0,28.0
377,377,1410,1793.0,1151,2014-02-01,2013-08-01,24170,24164,,,,,,,,33.5,584.0,232.5,210.5,592.5,135.0,5.0,,,,,,,59.5,66.5,51.5,505.0,72.5,1026.5,11.5,3. M,3,2,9,896.5,575.5
378,378,1414,199.0,8,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,180.0,19.0,,,,,,,,3.0,,165.0,,,31.0,,4. P,4,2,10,199.0,196.0
379,379,1416,563.5,524,2014-01-01,2013-08-01,24169,24164,,,,,,,,31.5,194.0,149.5,54.5,48.5,85.5,,,,,,,,131.5,10.5,303.5,0.5,75.5,39.5,2.5,4. P,4,2,10,425.5,218.0
380,380,1420,39.0,16,2013-12-01,2013-09-01,24168,24165,,,,,,,,,33.0,,,6.0,,,,,,,,,,,9.0,15.0,15.0,,,4. P,4,2,11,33.0,33.0
381,381,1422,227.5,343,2014-01-01,2013-09-01,24169,24165,,,,,,,,,52.0,,,,175.5,,,,,,,,,,227.5,,,,,4. P,4,2,10,52.0,52.0
382,382,1423,68.5,67,2013-09-01,2013-09-01,24165,24165,,,,,,,,,68.5,,,,,,,,,,,,7.0,2.0,2.0,13.5,36.0,8.0,,4. P,4,1,14,68.5,68.5
383,383,1425,181.5,146,2013-11-01,2013-10-01,24167,24166,,,,,,,,,,9.5,172.0,,,,,,,,,,28.0,3.0,73.5,2.0,62.5,8.0,4.5,4. P,4,1,12,181.5,94.0
384,384,1428,33.0,22,2013-09-01,2013-09-01,24165,24165,,,,,,,,,33.0,,,,,,,,,,,,3.0,,,7.0,15.0,8.0,,4. P,4,1,14,33.0,33.0
385,385,1429,33.0,7,2013-09-01,2013-09-01,24165,24165,,,,,,,,,33.0,,,,,,,,,,,,,3.0,,30.0,,,,4. P,4,1,14,33.0,33.0
386,386,1432,2749.5,470,2014-07-01,2013-09-01,24175,24165,,,,,,,,,527.0,358.5,463.5,1178.5,189.0,10.0,,,23.0,,,,1603.5,29.0,61.0,9.5,17.0,1028.0,1.5,3. M,3,3,4,1576.5,563.5
387,387,1434,1112.0,423,2014-02-01,2013-09-01,24170,24165,,,,,,,,,66.0,338.0,240.0,234.0,226.0,8.0,,,,,,,419.0,126.0,86.0,39.0,41.0,401.0,,4. P,4,2,9,768.0,326.0
388,388,1435,15431.0,492,2014-01-01,2013-09-01,24169,24165,,,,,,,,,2213.0,7727.5,2614.0,765.0,2111.5,,,,,,,,4597.5,439.0,66.0,571.0,1466.0,8286.5,5.0,2. G,2,2,10,12654.5,5611.0
389,389,1436,421.0,392,2013-12-01,2013-09-01,24168,24165,,,,,,,,,42.5,116.5,184.5,77.5,,,,,,,,,183.0,2.0,236.0,,,,,4. P,4,2,11,403.0,74.5
390,390,1438,3078.0,910,2014-01-01,2013-09-01,24169,24165,,,,,,,,,625.0,661.5,342.0,952.0,497.5,,,,,,,,509.0,104.0,443.0,48.5,1199.0,544.0,230.5,3. M,3,2,10,2425.5,1052.0
391,391,1439,15.0,6,2013-09-01,2013-09-01,24165,24165,,,,,,,,,15.0,,,,,,,,,,,,,,15.0,,,,,4. P,4,1,14,15.0,15.0
392,392,1441,55.5,20,2013-10-01,2013-09-01,24166,24165,,,,,,,,,35.0,20.5,,,,,,,,,,,,,53.0,,,,2.5,4. P,4,1,13,55.5,39.5
393,393,1442,1006.0,94,2014-01-01,2013-09-01,24169,24165,,,,,,,,,150.0,270.5,95.5,290.0,200.0,,,,,,,,260.0,135.0,100.5,40.0,120.5,330.0,20.0,4. P,4,2,10,696.0,290.5
394,394,1448,660.0,143,2014-01-01,2013-09-01,24169,24165,,,,,,,,,28.0,169.5,246.0,120.5,96.0,,,,,,,,416.5,,2.5,,1.5,239.5,,4. P,4,2,10,520.0,187.0
395,395,1449,34467.5,2930,2014-09-01,2013-09-01,24177,24165,,,,,,,,,239.5,5565.0,10107.5,12142.5,6370.0,,,,,,43.0,,6605.0,1800.5,485.5,201.0,1988.0,10997.0,12390.5,2. G,2,3,2,22665.5,3517.5
396,396,1450,3119.5,421,2014-02-01,2013-09-01,24170,24165,,,,,,,,,327.5,21.5,337.5,1017.5,1383.5,32.0,,,,,,,2206.0,16.5,211.0,215.5,26.0,444.5,,3. M,3,2,9,969.5,327.5
397,397,1451,348.0,270,2014-02-01,2013-09-01,24170,24165,,,,,,,,,22.5,149.0,,71.0,101.5,4.0,,,,,,,2.0,,,,,346.0,,4. P,4,2,9,232.0,138.5
398,398,1456,50.0,1,2013-09-01,2013-09-01,24165,24165,,,,,,,,,50.0,,,,,,,,,,,,,,,,,50.0,,4. P,4,1,14,50.0,50.0
399,399,1459,1198.5,200,2013-11-01,2013-09-01,24167,24165,,,,,,,,,157.5,669.0,372.0,,,,,,,,,,708.0,21.0,15.0,43.0,74.5,337.0,,4. P,4,1,12,1198.5,689.0
400,400,1462,30.5,8,2013-09-01,2013-09-01,24165,24165,,,,,,,,,30.5,,,,,,,,,,,,,21.5,,,6.0,3.0,,4. P,4,1,14,30.5,30.5
401,401,1466,80.0,146,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,80.0,,,,,,,,,,7.5,,,,,72.5,4. P,4,2,11,80.0,80.0
402,402,1468,1771.5,38,2014-01-01,2013-09-01,24169,24165,,,,,,,,,120.0,650.0,596.5,180.0,225.0,,,,,,,,1005.0,,11.5,,5.0,750.0,,3. M,3,2,10,1546.5,770.0
403,403,1469,981.5,208,2014-07-01,2013-10-01,24175,24166,,,,,,,,,,422.0,220.5,229.0,56.0,42.0,,,12.0,,,,150.0,5.0,13.5,9.0,11.0,793.0,,4. P,4,3,4,927.5,606.5
404,404,1471,5163.0,2760,2014-02-01,2013-10-01,24170,24166,,,,,,,,,,1662.5,1385.0,1253.5,842.0,20.0,,,,,,,1196.0,1073.5,139.0,997.0,669.0,1001.0,87.5,3. M,3,2,9,4301.0,1708.0
405,405,1472,31.5,27,2013-10-01,2013-10-01,24166,24166,,,,,,,,,,31.5,,,,,,,,,,,2.0,,5.0,,13.5,11.0,,4. P,4,1,13,31.5,31.5
406,406,1473,673.5,56,2014-01-01,2013-10-01,24169,24166,,,,,,,,,,115.0,,155.0,403.5,,,,,,,,,11.0,550.5,79.0,10.0,5.5,17.5,4. P,4,2,10,301.0,115.0
407,407,1475,18.0,14,2013-10-01,2013-10-01,24166,24166,,,,,,,,,,18.0,,,,,,,,,,,13.0,,5.0,,,,,4. P,4,1,13,18.0,18.0
408,408,1477,656.5,608,2014-02-01,2013-10-01,24170,24166,,,,,,,,,,188.5,147.0,258.0,60.0,3.0,,,,,,,90.5,12.0,101.0,14.0,386.5,35.0,17.5,4. P,4,2,9,593.5,206.5
409,409,1478,445.0,298,2014-01-01,2013-10-01,24169,24166,,,,,,,,,,154.0,119.0,86.0,86.0,,,,,,,,113.5,,,,42.5,289.0,,4. P,4,2,10,379.0,230.5
410,410,1483,1111.5,133,2014-01-01,2013-10-01,24169,24166,,,,,,,,,,99.0,,454.5,558.0,,,,,,,,,12.5,77.5,307.5,714.0,,,4. P,4,2,10,965.5,99.0
411,411,1486,454.0,187,2014-01-01,2013-10-01,24169,24166,,,,,,,,,,60.0,183.0,102.0,109.0,,,,,,,,384.0,,13.0,49.0,2.0,6.0,,4. P,4,2,10,425.0,201.0
412,412,1487,1681.0,242,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,591.0,912.0,178.0,,,,,,,,1122.0,,3.0,,,556.0,,3. M,3,2,10,1681.0,978.0
413,413,1489,60.0,5,2013-11-01,2013-10-01,24167,24166,,,,,,,,,,30.0,30.0,,,,,,,,,,,30.0,30.0,,,,,4. P,4,1,12,60.0,60.0
414,414,1494,12.5,6,2014-01-01,2013-10-01,24169,24166,,,,,,,,,,5.5,,2.0,5.0,,,,,,,,,2.0,3.5,,2.0,5.0,,4. P,4,2,10,7.5,5.5
415,415,1496,41.5,14,2013-10-01,2013-10-01,24166,24166,,,,,,,,,,41.5,,,,,,,,,,,41.5,,,,,,,4. P,4,1,13,41.5,41.5
416,416,1497,680.5,406,2014-02-01,2013-10-01,24170,24166,,,,,,,,,,73.0,56.5,162.5,379.5,9.0,,,,,,,125.0,6.5,56.5,,317.5,103.0,72.0,4. P,4,2,9,566.0,105.0
417,417,1498,2205.5,2156,2014-01-01,2013-10-01,24169,24166,,,,,,,,,,86.5,485.5,1058.0,575.5,,,,,,,,29.0,31.0,1283.5,463.0,245.5,1.0,152.5,3. M,3,2,10,2129.5,490.0
418,418,1499,1534.0,680,2014-01-01,2013-10-01,24169,24166,,,,,,,,,,259.5,826.5,421.0,27.0,,,,,,,,249.0,18.0,632.5,26.0,562.5,17.5,28.5,4. P,4,2,10,1507.0,1063.5
419,419,1502,53.0,25,2014-01-01,2013-10-01,24169,24166,,,,,,,,,,16.0,13.0,,24.0,,,,,,,,33.0,2.0,16.0,,,2.0,,4. P,4,2,10,49.0,29.0
420,420,1507,490.0,57,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,176.0,314.0,,,,,,,,267.0,,,,17.0,206.0,,4. P,4,2,10,490.0,216.0
421,421,1510,211.0,36,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,109.5,99.5,2.0,,,,,,,,5.0,,96.0,50.5,40.0,,19.5,4. P,4,2,10,211.0,209.0
422,422,1511,147.0,39,2013-10-01,2013-10-01,24166,24166,,,,,,,,,,147.0,,,,,,,,,,,26.0,,,,106.0,15.0,,4. P,4,1,13,147.0,147.0
423,423,1512,436.0,96,2014-01-01,2013-10-01,24169,24166,,,,,,,,,,25.0,119.0,188.5,103.5,,,,,,,,353.0,,16.0,1.5,12.5,51.0,2.0,4. P,4,2,10,436.0,124.0
424,424,1522,543.0,95,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,163.5,281.5,98.0,,,,,,,,263.0,19.0,5.0,20.5,22.0,210.5,3.0,4. P,4,2,10,543.0,216.5
425,425,1530,229.6,168,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,131.6,44.0,54.0,,,,,,,,,22.0,94.6,49.0,11.0,32.5,20.5,4. P,4,2,10,229.6,131.6
426,426,1533,17.5,11,2013-11-01,2013-11-01,24167,24167,,,,,,,,,,,17.5,,,,,,,,,,5.5,0.5,,1.5,10.0,,,4. P,4,1,12,17.5,17.5
427,427,1534,491.5,314,2013-12-01,2013-11-01,24168,24167,,,,,,,,,,,188.0,303.5,,,,,,,,,152.0,3.5,64.5,2.0,123.0,110.0,36.5,4. P,4,2,11,491.5,188.0
428,428,1535,2190.0,375,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,,840.0,651.0,675.0,24.0,,,,,,,1490.0,6.0,18.0,,,676.0,,3. M,3,2,9,2166.0,960.0
429,429,1536,3175.0,200,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,,618.0,670.5,1836.5,50.0,,,,,,,152.0,44.0,,,,2964.0,15.0,3. M,3,2,9,3125.0,828.0
430,430,1538,326.5,401,2013-12-01,2013-11-01,24168,24167,,,,,,,,,,,150.0,176.5,,,,,,,,,124.0,,100.0,2.5,100.0,,,4. P,4,2,11,326.5,162.0
431,431,1539,487.5,21,2013-11-01,2013-11-01,24167,24167,,,,,,,,,,,487.5,,,,,,,,,,,,487.5,,,,,4. P,4,1,12,487.5,487.5
432,432,1543,16477.0,6827,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,,5836.5,7058.0,3581.5,1.0,,,,,,,6135.5,109.0,99.5,82.0,3168.0,6858.0,25.0,2. G,2,2,9,16476.0,6555.0
433,433,1544,579.5,483,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,108.5,287.5,183.5,,,,,,,,211.0,1.5,183.0,31.5,53.5,99.0,,4. P,4,2,10,579.5,209.5
434,434,1548,1350.0,14,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,1000.0,200.0,150.0,,,,,,,,250.0,1000.0,,,,100.0,,4. P,4,2,10,1350.0,1000.0
435,435,1549,176.0,48,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,77.0,77.0,22.0,,,,,,,,135.0,,,,,41.0,,4. P,4,2,10,176.0,99.0
436,436,1550,2123.0,10,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,23.0,1350.0,750.0,,,,,,,,760.0,,2.5,,,1360.0,0.5,3. M,3,2,10,2123.0,23.0
437,437,1551,477.5,79,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,130.5,143.5,203.5,,,,,,,,114.0,,3.0,,15.5,345.0,,4. P,4,2,10,477.5,269.0
438,438,1552,189.5,54,2013-11-01,2013-11-01,24167,24167,,,,,,,,,,,189.5,,,,,,,,,,163.5,,1.0,,17.5,6.0,1.5,4. P,4,1,12,189.5,189.5
439,439,1553,2368.0,502,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,801.0,1377.0,190.0,,,,,,,,1476.5,20.0,42.0,,141.0,605.5,83.0,3. M,3,2,10,2368.0,1655.0
440,440,1554,45.0,20,2013-12-01,2013-11-01,24168,24167,,,,,,,,,,,15.0,30.0,,,,,,,,,,,43.0,,,,2.0,4. P,4,2,11,45.0,45.0
441,441,1556,1346.5,194,2014-07-01,2013-11-01,24175,24167,,,,,,,,,,,71.0,295.5,944.0,31.0,,,5.0,,,,65.0,,,24.5,1231.0,26.0,,4. P,4,3,4,1341.5,138.0
442,442,1557,3051.0,123,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,253.0,1346.0,1452.0,,,,,,,,484.0,,,,,2567.0,,3. M,3,2,10,3051.0,462.0
443,443,1558,127.5,44,2013-12-01,2013-11-01,24168,24167,,,,,,,,,,,77.0,50.5,,,,,,,,,17.0,54.0,,3.0,20.5,26.5,6.5,4. P,4,2,11,127.5,77.5
444,444,1559,77.5,35,2013-11-01,2013-11-01,24167,24167,,,,,,,,,,,77.5,,,,,,,,,,17.0,,28.5,,8.0,8.0,16.0,4. P,4,1,12,77.5,77.5
445,445,1566,332.5,136,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,150.5,182.0,,,,,,,,147.0,2.0,3.0,0.5,26.0,85.0,69.0,4. P,4,2,10,332.5,317.5
446,446,1567,1870.0,255,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,20.0,597.0,1253.0,,,,,,,,226.0,396.0,42.0,587.0,65.0,523.0,31.0,3. M,3,2,10,1870.0,180.0
447,447,1569,4290.0,192,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,1761.0,2175.0,354.0,,,,,,,,310.0,10.0,13.0,1551.0,2011.0,395.0,,3. M,3,2,10,4290.0,2876.0
448,448,1571,10.0,18,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,8.0,1.5,0.5,,,,,,,,6.5,0.5,2.0,0.5,0.5,,,4. P,4,2,10,10.0,9.5
449,449,1573,60.0,5,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,10.0,50.0,,,,,,,,25.0,,2.0,,,25.0,8.0,4. P,4,2,10,60.0,10.0
450,450,1574,230.0,12,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,230.0,,,,,,,,120.0,,,,,110.0,,4. P,4,2,10,230.0,230.0
451,451,1577,193.5,188,2013-11-01,2013-11-01,24167,24167,,,,,,,,,,,193.5,,,,,,,,,,103.5,,18.5,,18.5,52.5,0.5,4. P,4,1,12,193.5,193.5
452,452,1578,77799.0,195,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,,22560.0,41895.0,12294.0,1050.0,,,,,,,76345.0,,484.0,,,970.0,,1. TG,1,2,9,77799.0,53790.0
453,453,1584,10830.0,1080,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,,638.0,3666.0,6381.0,145.0,,,,,,,1438.5,812.5,3146.5,1187.5,3230.0,863.0,152.0,3. M,3,2,9,10830.0,1193.0
454,454,1585,1331.5,425,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,,27.5,235.0,1063.0,6.0,,,,,,,125.0,121.5,34.0,508.0,154.5,222.5,166.0,4. P,4,2,9,1331.5,262.0
455,455,1588,37.5,22,2013-11-01,2013-11-01,24167,24167,,,,,,,,,,,37.5,,,,,,,,,,15.5,,13.0,4.5,,4.5,,4. P,4,1,12,37.5,37.5
456,456,1589,19629.5,2623,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,,1147.0,6315.5,11903.0,264.0,,,,,,,11954.0,625.0,3333.0,272.0,2034.0,1284.0,127.5,2. G,2,2,9,19629.5,5902.0
457,457,1598,18.0,16,2013-12-01,2013-11-01,24168,24167,,,,,,,,,,,8.0,10.0,,,,,,,,,,3.0,15.0,,,,,4. P,4,2,11,18.0,18.0
458,458,1600,1338.75,488,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,585.0,416.5,337.25,,,,,,,,2.0,50.5,704.75,150.0,408.5,,23.0,4. P,4,2,10,1338.75,883.0
459,459,1601,65.0,55,2014-01-01,2013-11-01,24169,24167,,,,,,,,,,,20.0,23.0,22.0,,,,,,,,39.0,,,,,26.0,,4. P,4,2,10,65.0,30.0
460,460,1602,388.0,62,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,165.0,223.0,,,,,,,,240.0,,28.0,,,120.0,,4. P,4,2,10,388.0,175.0
461,461,1606,124.5,120,2013-12-01,2013-11-01,24168,24167,,,,,,,,,,,49.5,75.0,,,,,,,,,75.0,3.0,6.0,4.0,5.5,30.0,1.0,4. P,4,2,11,124.5,124.5
462,462,1608,58.5,31,2013-12-01,2013-11-01,24168,24167,,,,,,,,,,,20.5,38.0,,,,,,,,,16.0,,16.5,4.0,17.0,5.0,,4. P,4,2,11,58.5,58.5
463,463,1612,847.5,134,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,847.5,,,,,,,,,63.0,223.5,20.0,312.0,107.0,38.0,84.0,4. P,4,2,11,847.5,847.5
464,464,1614,65.5,50,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,61.0,4.5,,,,,,,,24.0,,,1.5,0.5,39.5,,4. P,4,2,10,65.5,61.0
465,465,1615,39344.0,304,2014-07-01,2013-12-01,24175,24168,,,,,,,,,,,,34786.5,3374.0,,,,1183.5,,,,17087.0,,,,,22257.0,,1. TG,1,3,4,38160.5,34786.5
466,466,1616,1941.5,260,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,893.5,1048.0,,,,,,,,189.0,135.0,,1057.0,235.0,195.5,130.0,3. M,3,2,10,1941.5,1172.0
467,467,1618,519.6,939,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,352.6,167.0,,,,,,,,264.0,43.5,35.6,47.0,3.5,126.0,,4. P,4,2,10,519.6,352.6
468,468,1619,481.5,396,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,76.0,393.5,12.0,,,,,,,21.0,15.5,270.5,95.5,46.5,1.5,31.0,4. P,4,2,9,481.5,76.0
469,469,1621,590.0,50,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,590.0,,,,,,,,,180.0,,,74.0,35.0,281.0,20.0,4. P,4,2,11,590.0,590.0
470,470,1623,75.5,38,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,75.5,,,,,,,,,24.5,7.0,17.0,,,27.0,,4. P,4,2,11,75.5,75.5
471,471,1625,169.0,108,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,169.0,,,,,,,,45.0,13.5,10.0,6.0,61.5,25.5,7.5,4. P,4,2,10,169.0,169.0
472,472,1627,153.0,158,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,64.0,73.0,16.0,,,,,,,21.5,13.5,34.0,16.0,19.5,29.0,19.5,4. P,4,2,9,153.0,64.0
473,473,1628,74.0,45,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,74.0,,,,,,,,,42.0,,,,,32.0,,4. P,4,2,11,74.0,74.0
474,474,1630,72.5,31,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,69.0,3.5,,,,,,,,,3.0,25.5,40.5,3.5,,4. P,4,2,9,72.5,72.5
475,475,1631,53.5,24,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,51.5,2.0,,,,,,,,2.0,,39.5,1.0,,6.0,5.0,4. P,4,2,10,53.5,51.5
476,476,1632,14.0,4,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,14.0,,,,,,,,,,,14.0,,,,,4. P,4,2,11,14.0,14.0
477,477,1634,24.5,6,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,24.5,,,,,,,,,,,12.0,,,,12.5,4. P,4,2,11,24.5,24.5
478,478,1636,26.0,36,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,26.0,,,,,,,,,,5.0,14.0,3.5,3.5,,,4. P,4,2,11,26.0,26.0
479,479,1637,4.5,5,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,4.5,,,,,,,,,2.0,0.5,,,,2.0,,4. P,4,2,11,4.5,4.5
480,480,1639,229.0,97,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,189.5,39.5,,,,,,,,122.0,13.5,,2.0,19.5,69.0,3.0,4. P,4,2,10,229.0,207.5
481,481,1641,48.0,22,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,48.0,,,,,,,,,7.0,,24.0,4.0,8.0,3.0,2.0,4. P,4,2,11,48.0,48.0
482,482,1642,559.5,65,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,169.0,390.5,,,,,,,,,,,,559.5,,,4. P,4,2,10,559.5,449.0
483,483,1643,444.5,330,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,144.5,300.0,,,,,,,,203.0,,6.5,44.5,41.5,146.0,3.0,4. P,4,2,10,444.5,330.5
484,484,1645,125.0,48,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,10.0,115.0,,,,,,,,59.0,,,,,66.0,,4. P,4,2,10,125.0,65.0
485,485,1646,35.0,57,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,22.0,13.0,,,,,,,,21.0,0.5,6.0,2.5,4.0,1.0,,4. P,4,2,10,35.0,28.0
486,486,1648,837.5,624,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,243.5,593.0,1.0,,,,,,,545.0,23.5,7.5,36.0,101.5,116.0,8.0,4. P,4,2,9,837.5,410.5
487,487,1650,49.0,23,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,49.0,,,,,,,,,25.0,,,,,24.0,,4. P,4,2,11,49.0,49.0
488,488,1651,17.0,9,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,17.0,,,,,,,,,5.0,,,,0.5,10.0,1.5,4. P,4,2,11,17.0,17.0
489,489,1652,255.0,41,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,100.0,140.0,15.0,,,,,,,133.0,,2.0,17.0,11.0,92.0,,4. P,4,2,9,255.0,220.0
490,490,1653,3790.0,112,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,1050.0,2740.0,,,,,,,,427.0,,,923.0,1080.0,1360.0,,3. M,3,2,10,3790.0,2045.0
491,491,1654,12.0,5,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,12.0,,,,,,,,,,,12.0,,,,,4. P,4,2,11,12.0,12.0
492,492,1655,41.0,10,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,25.0,16.0,,,,,,,,33.0,,,,,8.0,,4. P,4,2,10,41.0,41.0
493,493,1656,11.0,6,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,11.0,,,,,,,,,7.5,,,,,3.5,,4. P,4,2,11,11.0,11.0
494,494,1657,23.0,12,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,23.0,,,,,,,,,21.0,,,,,2.0,,4. P,4,2,11,23.0,23.0
495,495,1659,295.5,265,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,250.0,45.5,,,,,,,,201.0,,,1.0,,93.5,,4. P,4,2,10,295.5,260.5
496,496,1663,1547.0,48,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,1347.0,200.0,,,,,,,,,,,,,1547.0,,4. P,4,2,10,1547.0,1347.0
497,497,1664,258.0,41,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,258.0,,,,,,,,,109.0,,,,30.0,119.0,,4. P,4,2,11,258.0,258.0
498,498,1666,1364.0,196,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,988.0,376.0,,,,,,,,92.5,507.0,66.5,174.0,3.0,101.0,420.0,4. P,4,2,10,1364.0,1318.0
499,499,1667,1011.0,20,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,1011.0,,,,,,,,,705.0,,60.0,,20.0,226.0,,4. P,4,2,11,1011.0,1011.0
500,500,1668,142.0,74,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,48.0,94.0,,,,,,,,55.0,,15.0,3.0,9.0,34.0,26.0,4. P,4,2,10,142.0,116.0
501,501,1669,23.0,25,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,23.0,,,,,,,,,0.5,2.0,,9.5,10.5,0.5,,4. P,4,2,11,23.0,23.0
502,502,1671,98.5,137,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,50.5,42.0,6.0,,,,,,,,,,,,9.0,89.5,4. P,4,2,9,98.5,66.5
