	ID	IDC	MT_TOT	PMG	RECENCE
278	278	1279	15.0	4. P	16
279	279	1281	8110.0	3. M	9
280	280	1282	439.5	4. P	12
281	281	1283	197.0	4. P	9
282	282	1287	399.0	4. P	15
283	283	1290	55.0	4. P	16
284	284	1299	147.5	4. P	11
285	285	1300	119.0	4. P	16
286	286	1303	279.0	4. P	15
287	287	1304	77.0	4. P	12
288	288	1305	16.0	4. P	16
289	289	1308	24.0	4. P	16
290	290	1311	31.6	4. P	16
291	291	1312	2084.0	3. M	10
292	292	1314	1437.75	4. P	9
293	293	1315	11222.0	2. G	9
294	294	1316	1398.5	4. P	9
295	295	1318	645.5	4. P	15
296	296	1320	38.0	4. P	13
297	297	1321	615.0	4. P	2
298	298	1325	29.0	4. P	15
299	299	1326	187.5	4. P	12
300	300	1328	382.5	4. P	12
301	301	1329	425.5	4. P	9
302	302	1331	8.5	4. P	15
303	303	1336	346.75	4. P	6
304	304	1338	2340.0	3. M	10
305	305	1339	6604.0	3. M	4
306	306	1342	96.0	4. P	13
307	307	1347	724.0	4. P	13
308	308	1348	25858.0	2. G	4
309	309	1349	634.5	4. P	11
310	310	1352	3849.0	3. M	9
311	311	1355	83.5	4. P	10
312	312	1359	3807.0	3. M	11
313	313	1361	941.0	4. P	9
314	314	1362	1794.0	3. M	15
315	315	1364	16661.5	2. G	9
316	316	1365	13.0	4. P	10
317	317	1366	9.5	4. P	14
318	318	1367	324.4	4. P	14
319	319	1369	2734.9	3. M	9
320	320	1370	185.0	4. P	15
321	321	1371	104.0	4. P	10
322	322	1372	78.5	4. P	11
323	323	1374	195.0	4. P	14
324	324	1376	26.0	4. P	10
325	325	1378	97.0	4. P	15
326	326	1379	238.5	4. P	14
327	327	1380	65.5	4. P	10
328	328	1381	44.0	4. P	15
329	329	1382	15.0	4. P	15
330	330	1385	12.5	4. P	15
331	331	1386	88.5	4. P	11
332	332	1393	78.0	4. P	15
333	333	1394	3763.0	3. M	9
334	334	1396	446.0	4. P	10
335	335	1398	101.5	4. P	14
336	336	1399	20.5	4. P	15
337	337	1400	7.0	4. P	14
338	338	1401	85088.5	1. TG	2
339	339	1402	25.0	4. P	13
340	340	1404	7067.5	3. M	10
341	341	1406	2.0	4. P	15
342	342	1408	1763.0	3. M	10
343	343	1409	39.0	4. P	13
344	344	1410	1782.0	3. M	9
345	345	1414	199.0	4. P	10
346	346	1416	295.0	4. P	10
347	347	1420	39.0	4. P	11
348	348	1422	227.5	4. P	10
349	349	1423	68.5	4. P	14
350	350	1425	169.0	4. P	12
351	351	1428	33.0	4. P	14
352	352	1429	33.0	4. P	14
353	353	1432	2749.5	3. M	4
354	354	1434	1112.0	4. P	9
355	355	1435	15331.0	2. G	10
356	356	1436	277.5	4. P	11
357	357	1438	2730.0	3. M	10
358	358	1439	13.0	4. P	14
359	359	1441	55.5	4. P	13
360	360	1442	800.5	4. P	10
361	361	1448	660.0	4. P	10
362	362	1449	33770.0	2. G	2
363	363	1450	3094.5	3. M	9
364	364	1451	348.0	4. P	9
365	365	1456	50.0	4. P	14
366	366	1459	1173.5	4. P	12
367	367	1462	30.5	4. P	14
368	368	1466	80.0	4. P	11
369	369	1468	1771.5	3. M	10
370	370	1469	981.5	4. P	4
371	371	1471	5027.5	3. M	9
372	372	1472	31.5	4. P	13
373	373	1473	673.5	4. P	10
374	374	1475	18.0	4. P	13
375	375	1477	643.5	4. P	9
376	376	1478	445.0	4. P	10
377	377	1483	1111.5	4. P	10
378	378	1486	454.0	4. P	10
379	379	1487	1678.0	3. M	10
380	380	1494	7.0	4. P	10
381	381	1496	41.5	4. P	13
382	382	1497	620.0	4. P	9
383	383	1498	2188.5	3. M	10
384	384	1499	1304.5	4. P	10
385	385	1502	35.0	4. P	10
386	386	1507	490.0	4. P	10
387	387	1510	211.0	4. P	10
388	388	1511	147.0	4. P	13
389	389	1512	432.0	4. P	10
390	390	1522	540.0	4. P	10
391	391	1530	227.6	4. P	10
392	392	1533	17.5	4. P	12
393	393	1534	466.5	4. P	11
394	394	1535	2166.0	3. M	9
395	395	1536	3131.0	3. M	9
396	396	1538	311.0	4. P	11
397	397	1539	487.5	4. P	12
398	398	1543	16338.5	2. G	9
399	399	1544	545.5	4. P	10
400	400	1548	350.0	4. P	10
401	401	1549	176.0	4. P	10
402	402	1550	107555.0	1. TG	10
403	403	1551	477.5	4. P	10
404	404	1552	188.5	4. P	12
405	405	1553	2306.0	3. M	10
406	406	1554	45.0	4. P	11
407	407	1556	1346.5	4. P	4
408	408	1557	3051.0	3. M	10
409	409	1558	127.5	4. P	11
410	410	1559	77.5	4. P	12
411	411	1566	332.5	4. P	10
412	412	1567	1870.0	3. M	10
413	413	1569	4277.0	3. M	10
414	414	1571	7.5	4. P	10
415	415	1573	60.0	4. P	10
416	416	1574	230.0	4. P	10
417	417	1577	193.5	4. P	12
418	418	1578	547948.0	1. TG	2
419	419	1584	10397.5	3. M	9
420	420	1585	1325.5	4. P	9
421	421	1588	37.5	4. P	12
422	422	1589	19550.5	2. G	9
423	423	1600	1338.75	4. P	10
424	424	1601	65.0	4. P	10
425	425	1602	360.0	4. P	10
426	426	1606	115.5	4. P	11
427	427	1608	58.5	4. P	11
428	428	1612	847.5	4. P	11
429	429	1614	65.5	4. P	10
430	430	1615	39344.0	1. TG	4
431	431	1616	1941.5	3. M	10
432	432	1618	484.6	4. P	10
433	433	1619	481.5	4. P	9
434	434	1621	590.0	4. P	11
435	435	1623	51.5	4. P	11
436	436	1625	169.0	4. P	10
437	437	1627	153.0	4. P	9
438	438	1628	74.0	4. P	11
439	439	1630	72.5	4. P	9
440	440	1631	53.5	4. P	10
441	441	1632	14.0	4. P	11
442	442	1634	24.5	4. P	11
443	443	1636	26.0	4. P	11
444	444	1637	4.5	4. P	11
445	445	1639	229.0	4. P	10
446	446	1641	48.0	4. P	11
447	447	1642	559.5	4. P	10
448	448	1643	444.5	4. P	10
449	449	1645	125.0	4. P	10
450	450	1646	35.0	4. P	10
451	451	1648	837.5	4. P	9
452	452	1650	49.0	4. P	11
453	453	1651	17.0	4. P	11
454	454	1652	255.0	4. P	9
455	455	1653	3790.0	3. M	10
456	456	1654	12.0	4. P	11
457	457	1655	41.0	4. P	10
458	458	1656	11.0	4. P	11
459	459	1657	23.0	4. P	11
460	460	1659	295.5	4. P	10
461	461	1663	1547.0	3. M	10
462	462	1664	258.0	4. P	11
463	463	1666	1364.0	4. P	10
464	464	1667	1011.0	4. P	11
465	465	1668	142.0	4. P	10
466	466	1669	23.0	4. P	11
467	467	1671	98.5	4. P	9
468	468	1672	618.5	4. P	10
469	469	1673	468.5	4. P	10
470	470	1674	352.0	4. P	10
471	471	1676	165.0	4. P	10
472	472	1680	375.0	4. P	11
473	473	1682	18.0	4. P	10
474	474	1683	1298.0	4. P	4
475	475	1684	11.0	4. P	11
476	476	1685	949.0	4. P	9
477	477	1687	13.0	4. P	11
478	478	1688	250.0	4. P	10
479	479	1690	199.0	4. P	10
480	480	1692	126.5	4. P	10
481	481	1694	2152.5	3. M	10
482	482	1695	465.5	4. P	4
483	483	1696	248.0	4. P	10
484	484	1697	51.0	4. P	11
485	485	1698	48.5	4. P	10
486	486	1700	25.0	4. P	11
487	487	1701	113.0	4. P	11
488	488	1702	4298.5	3. M	10
489	489	1703	10.0	4. P	11
490	490	1705	10.0	4. P	11
491	491	1706	1141.0	4. P	10
492	492	1707	284.0	4. P	10
493	493	1708	266.0	4. P	11
494	494	1709	407.5	4. P	10
495	495	1710	663.5	4. P	10
496	496	1711	10.0	4. P	11
497	497	1712	156.5	4. P	10
498	498	1713	10.0	4. P	10
499	499	1715	323.0	4. P	9
500	500	1717	29.5	4. P	11
501	501	1719	197.0	4. P	4
502	502	1720	2305.5	3. M	10
503	503	1722	97.0	4. P	10
504	504	1723	230.5	4. P	9
505	505	1724	10.0	4. P	11
506	506	1725	29.0	4. P	11
507	507	1726	149.5	4. P	10
508	508	1727	122.0	4. P	10
509	509	1728	45.5	4. P	11
510	510	1729	1444.1	4. P	9
511	511	1730	930.0	4. P	9
512	512	1732	1127.0	4. P	10
513	513	1734	10.0	4. P	11
514	514	1735	1566.65	3. M	2
515	515	1736	225.5	4. P	10
516	516	1737	18.0	4. P	11
517	517	1738	2113.0	3. M	10
518	518	1739	1126.0	4. P	9
519	519	1741	286.5	4. P	9
520	520	1742	36.5	4. P	11
521	521	1743	33.0	4. P	10
522	522	1744	97.5	4. P	10
523	523	1745	235.0	4. P	10
524	524	1746	8.0	4. P	10
525	525	1747	86.0	4. P	10
526	526	1749	623.0	4. P	10
527	527	1750	1885.0	3. M	4
528	528	1752	434.0	4. P	10
529	529	1753	169.0	4. P	10
530	530	1754	41.5	4. P	10
531	531	1755	2.0	4. P	10
532	532	1757	40.0	4. P	10
533	533	1758	122.0	4. P	9
534	534	1759	7.5	4. P	10
535	535	1760	238.5	4. P	9
536	536	1762	22.0	4. P	10
537	537	1763	10.5	4. P	10
538	538	1764	708.0	4. P	4
539	539	1765	179.0	4. P	10
540	540	1766	182.1	4. P	10
541	541	1768	121.5	4. P	10
542	542	1769	60.0	4. P	10
543	543	1770	548.5	4. P	10
544	544	1771	110.5	4. P	9
545	545	1772	87.0	4. P	10
546	546	1773	1969.0	3. M	10
547	547	1775	14.0	4. P	10
548	548	1776	24.0	4. P	10
549	549	1777	8.5	4. P	10
550	550	1778	26.0	4. P	10
551	551	1779	10.0	4. P	10
552	552	1780	10.0	4. P	10
553	553	1781	4.5	4. P	10
554	554	1782	577.5	4. P	9
555	555	1783	16561.0	2. G	10
556	556	1784	2598.5	3. M	4
557	557	1786	159.0	4. P	9
558	558	1787	342.0	4. P	2
559	559	1788	52.0	4. P	10
560	560	1789	22088.5	2. G	10
561	561	1790	69.0	4. P	10
562	562	1791	2746.0	3. M	10
563	563	1793	52.5	4. P	10
564	564	1795	392.0	4. P	9
565	565	1796	42.0	4. P	10
566	566	1797	10.0	4. P	10
567	567	1798	94.5	4. P	4
568	568	1799	13.0	4. P	10
569	569	1800	19.0	4. P	9
570	570	1801	732.5	4. P	10
571	571	1802	223.0	4. P	10
572	572	1803	10.0	4. P	10
573	573	1804	105.0	4. P	10
574	574	1805	128.0	4. P	10
575	575	1806	60.5	4. P	10
576	576	1807	163.5	4. P	10
577	577	1810	10.0	4. P	10
578	578	1811	134.5	4. P	10
579	579	1812	2648.0	3. M	9
580	580	1815	10.0	4. P	10
581	581	1816	10.0	4. P	10
582	582	1817	394.0	4. P	9
583	583	1818	555.5	4. P	9
584	584	1821	21.0	4. P	10
585	585	1823	138.0	4. P	4
586	586	1824	1825.5	3. M	10
587	587	1825	19.0	4. P	10
588	588	1826	160.5	4. P	10
589	589	1827	1476.0	4. P	9
590	590	1828	40.5	4. P	10
591	591	1830	17.0	4. P	10
592	592	1831	33.0	4. P	10
593	593	1832	17.5	4. P	10
594	594	1833	3651.5	3. M	9
595	595	1835	20.0	4. P	10
596	596	1837	10.0	4. P	10
597	597	1838	215.0	4. P	10
598	598	1839	17.0	4. P	10
599	599	1841	122.5	4. P	10
600	600	1842	43.0	4. P	9
601	601	1844	52.5	4. P	10
602	602	1845	5.0	4. P	10
603	603	1848	28.5	4. P	10
604	604	1849	153.0	4. P	10
605	605	1850	229.0	4. P	2
606	606	1851	162.0	4. P	10
607	607	1852	248.0	4. P	10
608	608	1854	53.0	4. P	10
609	609	1855	0.5	4. P	9
610	610	1856	8.0	4. P	10
611	611	1857	236.5	4. P	9
612	612	1858	70.5	4. P	9
613	613	1859	13.5	4. P	10
614	614	1860	2057.5	3. M	9
615	615	1861	157.65	4. P	10
616	616	1862	87.0	4. P	10
617	617	1864	38.5	4. P	10
618	618	1865	969.5	4. P	10
619	619	1866	165.0	4. P	9
620	620	1867	150.0	4. P	10
621	621	1868	147.0	4. P	10
622	622	1869	404.2	4. P	9
623	623	1870	15.0	4. P	10
624	624	1871	10.5	4. P	10
625	625	1872	77.5	4. P	10
626	626	1873	5.0	4. P	10
627	627	1875	20.1	4. P	9
628	628	1876	205.1	4. P	4
629	629	1877	10.0	4. P	10
630	630	1878	10.0	4. P	10
631	631	1881	2.0	4. P	10
632	632	1882	33.75	4. P	9
633	633	1883	10.0	4. P	10
634	634	1885	154.3	4. P	10
635	635	1886	21.5	4. P	9
636	636	1887	14.0	4. P	10
637	637	1889	30.0	4. P	10
638	638	1890	20.0	4. P	10
639	639	1891	60.0	4. P	9
640	640	1892	10.0	4. P	10
641	641	1893	8.0	4. P	10
642	642	1894	652.0	4. P	9
643	643	1895	2.5	4. P	10
644	644	1897	10.0	4. P	10
645	645	1898	111.0	4. P	10
646	646	1899	28.0	4. P	9
647	647	1900	2.0	4. P	10
648	648	1901	179.0	4. P	9
649	649	1902	56.0	4. P	9
650	650	1904	10.0	4. P	10
651	651	1905	39.5	4. P	10
652	652	1906	10.0	4. P	10
653	653	1907	10.0	4. P	10
654	654	1908	63.0	4. P	10
655	655	1909	987.5	4. P	4
656	656	1910	20.0	4. P	9
657	657	1912	1250.0	4. P	9
658	658	1914	522.0	4. P	9
659	659	1916	10.0	4. P	10
660	660	1918	10.0	4. P	10
661	661	1919	50.5	4. P	9
662	662	1920	18.0	4. P	10
663	663	1922	20.0	4. P	10
664	664	1924	69.0	4. P	10
665	665	1925	8.5	4. P	9
666	666	1926	112.5	4. P	10
667	667	1927	917.0	4. P	4
668	668	1928	48.0	4. P	10
669	669	1929	36.5	4. P	10
670	670	1930	134.0	4. P	9
671	671	1931	18.0	4. P	10
672	672	1933	737.0	4. P	9
673	673	1934	41.0	4. P	10
674	674	1936	20.0	4. P	10
675	675	1937	10.0	4. P	10
676	676	1938	38.0	4. P	10
677	677	1939	9.0	4. P	10
678	678	1940	71.0	4. P	10
679	679	1941	10.0	4. P	10
680	680	1942	19.0	4. P	10
681	681	1943	10.0	4. P	10
682	682	1944	18.5	4. P	10
683	683	1945	4.5	4. P	10
684	684	1947	98.5	4. P	10
685	685	1949	9.0	4. P	10
686	686	1950	4.0	4. P	9
687	687	1951	41.0	4. P	10
688	688	1952	10.5	4. P	10
689	689	1953	21.0	4. P	10
690	690	1954	54.0	4. P	9
691	691	1955	25.5	4. P	10
692	692	1956	88.0	4. P	9
693	693	1957	15.5	4. P	10
694	694	1958	108.5	4. P	9
695	695	1959	66.0	4. P	10
696	696	1961	126.0	4. P	9
697	697	1963	10.0	4. P	10
698	698	1964	37.5	4. P	10
699	699	1966	33.0	4. P	9
700	700	1967	20.0	4. P	10
701	701	1968	71.5	4. P	10
702	702	1971	27.5	4. P	10
703	703	1973	22.5	4. P	10
704	704	1974	2.5	4. P	10
705	705	1975	54.5	4. P	10
706	706	1978	56.0	4. P	9
707	707	1979	31.0	4. P	10
708	708	1981	96.0	4. P	10
709	709	1982	76.0	4. P	4
710	710	1983	28.0	4. P	9
711	711	1984	13.0	4. P	9
712	712	1985	6.0	4. P	9
713	713	1986	123.0	4. P	9
714	714	1987	17.0	4. P	10
715	715	1988	3.5	4. P	9
716	716	1989	0.5	4. P	9
717	717	1990	1.0	4. P	9
718	718	1991	16.0	4. P	9
719	719	1994	2.0	4. P	9
720	720	2001	2.0	4. P	9
721	721	2002	1.5	4. P	9
722	722	2006	6.0	4. P	9
723	723	2010	94.5	4. P	9
724	724	2011	21.0	4. P	9
725	725	2013	6.0	4. P	9
726	726	2019	5.0	4. P	6
727	727	2114	10.0	4. P	9
728	728	2153	4.0	4. P	4
729	729	2186	5.0	4. P	4
730	730	2266	26.5	4. P	4
731	731	2274	3.0	4. P	2
732	732	2319	8.5	4. P	4
733	733	2335	0.5	4. P	7
734	734	2351	1.5	4. P	4
735	735	2408	2.5	4. P	4
736	736	2528	12.5	4. P	4
737	737	2542	5.5	4. P	4
738	738	2676	12.0	4. P	4
739	739	2722	338.0	4. P	2
740	740	2732	10.0	4. P	6
741	741	2754	4.0	4. P	2
742	742	2881	10.0	4. P	2
743	743	2985	100.0	4. P	2
744	744	3078	45.0	4. P	4
745	745	3164	127.0	4. P	4
746	746	3212	46.5	4. P	4
747	747	3265	5.0	4. P	4
748	748	3306	28.0	4. P	4
749	749	3452	8.0	4. P	4
750	750	3523	3.0	4. P	4
751	751	3561	24.5	4. P	2
752	752	3595	2.0	4. P	4
753	753	3708	5.0	4. P	4
754	754	3744	10.0	4. P	4
755	755	3769	32.0	4. P	4
756	756	3773	7.0	4. P	4
757	757	3802	0.5	4. P	4
758	758	3805	4.5	4. P	4
759	759	3823	10.0	4. P	2
760	760	3881	1.0	4. P	3
761	761	4183	16.0	4. P	2
762	762	4254	10.0	4. P	2
763	763	4276	35.0	4. P	2
